Iteration,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Bright Pixel Ratio,Epsilon
1058,0,Light Heavy,0,Low,0,Low,0,3.95122,911.672,0.0472801,0.1
1059,0,Light Heavy,0,Low,0,Low,0,4.00904,926.349,0.0472743,0.1
1060,0,Light Heavy,0,Low,0,Low,0,3.9618,915.521,0.0471933,0.1
1061,0,Light Heavy,0,Low,0,Low,0,3.88956,897.403,0.0469001,0.1
1062,0,Light Heavy,0,Low,0,Low,0,3.89848,901.13,0.0462867,0.1
1063,0,Light Heavy,0,Low,0,Low,0,3.91032,901.649,0.0469734,0.1
1064,0,Light Heavy,0,Low,0,Low,0,3.90709,900.883,0.0470968,0.1
1065,0,Light Heavy,0,Low,0,Low,0,4.0069,925.5,0.0473553,0.1
1066,0,Light Heavy,0,Low,0,Low,0,3.9517,913.188,0.0472242,0.1
1067,0,Light Heavy,0,Low,0,Low,0,3.87974,895.487,0.0467168,0.1
1068,0,Light Heavy,0,Low,0,Low,0,3.95166,912.441,0.0474344,0.1
1069,0,Light Heavy,0,Low,0,Low,0,3.93601,909.673,0.0466454,0.1
1070,0,Light Heavy,0,Low,0,Low,0,3.93745,909.69,0.0471335,0.1
1071,0,Light Heavy,0,Low,0,Low,0,3.9306,907.117,0.0472242,0.1
1072,0,Light Heavy,0,Low,0,Low,0,3.91224,901.934,0.0470853,0.1
1073,0,Light Heavy,0,Low,0,Low,0,3.95121,911.496,0.0475347,0.1
1074,0,Balanced,-1,Low,0,Medium,1,3.95257,912.616,0.0470718,0.1
1075,1,BSDF Heavy,-1,Medium,1,High,2,8.66864,1983.33,0.0943036,0.1
1076,2,Light Heavy,2,High,2,Low,0,14.9268,3414.63,0.11044,0.1
1077,0,Balanced,-1,Low,0,Medium,1,3.90991,901.756,0.0472531,0.1
1078,1,Light Heavy,1,Medium,1,Low,0,8.64463,1976.27,0.0944406,0.1
1079,0,Light Heavy,0,Low,0,Low,0,3.91102,902.852,0.0464352,0.1
1080,0,Light Heavy,0,Low,0,Low,0,3.95047,911.086,0.0472164,0.1
1081,0,Light Heavy,0,Low,0,Low,0,3.87413,892.453,0.0467747,0.1
1082,0,Light Heavy,0,Low,0,Low,0,3.91776,904.314,0.0468499,0.1
1083,0,Light Heavy,0,Low,0,Low,0,3.98683,921.255,0.0474691,0.1
1084,0,Light Heavy,0,Low,0,Low,0,3.93992,910.128,0.0469329,0.1
1085,0,Light Heavy,0,Low,0,Low,0,3.95816,913.602,0.0472647,0.1
1086,0,Light Heavy,0,Low,0,Low,0,3.88633,896.474,0.0469927,0.1
1087,0,Light Heavy,0,Low,0,Low,0,3.94095,908.978,0.0473225,0.1
1088,0,Light Heavy,0,Low,0,Low,0,3.93405,908.365,0.0470139,0.1
1089,0,Light Heavy,0,Low,0,Low,0,3.96708,916.382,0.0471817,0.1
1090,0,Light Heavy,0,Low,0,Low,0,3.98049,920.217,0.0471277,0.1
1091,0,Light Heavy,0,Low,0,Low,0,3.95737,913.175,0.0471161,0.1
1092,0,Light Heavy,0,Low,0,Low,0,3.91932,905.513,0.0470795,0.1
1093,0,Light Heavy,0,Low,0,Low,0,3.90916,901.15,0.0470621,0.1
1094,0,Light Heavy,0,Low,0,Low,0,3.94357,910.402,0.0470004,0.1
1095,0,Light Heavy,0,Low,0,Low,0,3.96608,916.839,0.0471605,0.1
1096,0,Light Heavy,0,Low,0,Low,0,3.94437,910.525,0.047091,0.1
1097,0,Light Heavy,0,Low,0,Low,0,3.91065,902.894,0.0473843,0.1
1098,0,Light Heavy,0,Low,0,Low,0,3.92762,908.18,0.0465799,0.1
1099,0,Light Heavy,0,Low,0,Low,0,3.9286,907.289,0.0469888,0.1
1100,0,Light Heavy,0,Low,0,Low,0,3.91399,903.463,0.0468056,0.1
1101,0,Light Heavy,0,Low,0,Low,0,3.92925,906.489,0.0474633,0.1
1102,0,Light Heavy,0,Low,0,Low,0,3.93042,907.021,0.0471084,0.1
1103,0,Light Heavy,0,Low,0,Low,0,3.88562,895.551,0.0471412,0.1
1104,0,Light Heavy,0,Low,0,Low,0,3.88155,894.361,0.0468191,0.1
1105,0,Light Heavy,0,Low,0,Low,0,3.88825,898.146,0.0466069,0.1
1106,0,Light Heavy,0,Low,0,Low,0,3.90527,900.925,0.0468596,0.1
1107,0,Light Heavy,0,Low,0,Low,0,3.9395,909.768,0.0469965,0.1
1108,0,Light Heavy,0,Low,0,Low,0,3.956,914.353,0.0466975,0.1
1109,0,Light Heavy,0,Low,0,Low,0,3.98973,921.516,0.0477855,0.1
1110,0,Light Heavy,0,Low,0,Low,0,3.95341,911.794,0.0472647,0.1
1111,0,Light Heavy,0,Low,0,Low,0,3.91664,904.428,0.0468036,0.1
1112,0,Light Heavy,0,Low,0,Low,0,3.93544,907.311,0.0472897,0.1
1113,0,BSDF Heavy,-2,Low,0,High,2,3.95785,913.394,0.047473,0.1
1114,2,Light Heavy,2,High,2,Low,0,14.805,3386.06,0.110183,0.1
1115,0,Balanced,-1,Low,0,Medium,1,3.94037,909.928,0.0471547,0.1
1116,1,Light Heavy,1,Medium,1,Low,0,8.70604,1993.18,0.0941435,0.1
1117,0,Light Heavy,0,Low,0,Low,0,3.95125,911.572,0.0471759,0.1
1118,0,Light Heavy,0,Low,0,Low,0,3.96307,915.986,0.0470698,0.1
1119,0,Light Heavy,0,Low,0,Low,0,3.92103,905.785,0.0468075,0.1
1120,0,Light Heavy,0,Low,0,Low,0,3.93317,908.097,0.0472338,0.1
1121,0,Light Heavy,0,Low,0,Low,0,3.97328,917.612,0.0473495,0.1
1122,0,Light Heavy,0,Low,0,Low,0,3.95146,911.928,0.0473939,0.1
1123,0,Light Heavy,0,Low,0,Low,0,3.93566,908.271,0.0469271,0.1
1124,0,BSDF Heavy,-2,Low,0,High,2,3.88991,898.102,0.0466512,0.1
1125,2,Light Heavy,2,High,2,Low,0,14.793,3390.42,0.109149,0.1
1126,0,Balanced,-1,Low,0,Medium,1,3.92918,908.039,0.0466358,0.1
1127,1,Light Heavy,1,Medium,1,Low,0,8.63871,1975.58,0.0940721,0.1
1128,0,Light Heavy,0,Low,0,Low,0,3.89946,899.669,0.0472106,0.1
1129,0,Light Heavy,0,Low,0,Low,0,3.88008,895.347,0.0469541,0.1
1130,0,Light Heavy,0,Low,0,Low,0,3.95486,914.554,0.0469888,0.1
1131,0,Light Heavy,0,Low,0,Low,0,3.95369,912.759,0.0471509,0.1
1132,0,Light Heavy,0,Low,0,Low,0,3.9372,908.697,0.0472049,0.1
1133,0,BSDF Heavy,-2,Low,0,High,2,3.86398,891.03,0.0468191,0.1
1134,2,Light Heavy,2,High,2,Low,0,14.8422,3399.61,0.109715,0.1
1135,0,Balanced,-1,Low,0,Medium,1,3.93358,908.031,0.0467921,0.1
1136,1,Light Heavy,1,Medium,1,Low,0,8.71098,1991.7,0.0947434,0.1
1137,0,Light Heavy,0,Low,0,Low,0,3.94784,911.604,0.0471296,0.1
1138,0,Light Heavy,0,Low,0,Low,0,3.91457,904.556,0.0465586,0.1
1139,0,Light Heavy,0,Low,0,Low,0,3.93288,908.316,0.0471393,0.1
1140,0,Light Heavy,0,Low,0,Low,0,3.91648,903.152,0.0469136,0.1
1141,0,Light Heavy,0,Low,0,Low,0,3.86406,890.595,0.04712,0.1
1142,0,Light Heavy,0,Low,0,Low,0,3.9093,902.779,0.0468345,0.1
1143,0,Light Heavy,0,Low,0,Low,0,3.95757,912.7,0.0473843,0.1
1144,0,Light Heavy,0,Low,0,Low,0,3.90328,901.229,0.0468036,0.1
1145,0,Light Heavy,0,Low,0,Low,0,3.95744,913.191,0.0472608,0.1
1146,0,Light Heavy,0,Low,0,Low,0,3.88661,895.991,0.0470197,0.1
1147,0,Light Heavy,0,Low,0,Low,0,3.92814,906.153,0.0471952,0.1
1148,0,Light Heavy,0,Low,0,Low,0,3.96198,914.53,0.0471412,0.1
1149,0,Light Heavy,0,Low,0,Low,0,3.95631,914.976,0.0468981,0.1
1150,0,Light Heavy,0,Low,0,Low,0,3.93297,907.001,0.0472492,0.1
1151,0,Light Heavy,0,Low,0,Low,0,3.95052,911.296,0.0471412,0.1
1152,0,Light Heavy,0,Low,0,Low,0,3.95256,911.972,0.0474093,0.1
1153,0,Light Heavy,0,Low,0,Low,0,3.94782,910.344,0.0472724,0.1
1154,0,Light Heavy,0,Low,0,Low,0,3.9076,900.851,0.0468596,0.1
1155,0,Light Heavy,0,Low,0,Low,0,3.8842,896.823,0.0468576,0.1
1156,0,Light Heavy,0,Low,0,Low,0,4.00552,925.966,0.0474711,0.1
1157,0,Light Heavy,0,Low,0,Low,0,3.96956,917.064,0.0470775,0.1
1158,0,Light Heavy,0,Low,0,Low,0,3.91732,905.19,0.0464159,0.1
1159,0,Light Heavy,0,Low,0,Low,0,3.93296,906.982,0.0472589,0.1
1160,0,Light Heavy,0,Low,0,Low,0,3.97178,918.002,0.0471971,0.1
1161,0,Light Heavy,0,Low,0,Low,0,3.9312,906.103,0.0472242,0.1
1162,0,Light Heavy,0,Low,0,Low,0,3.92347,905.451,0.0470814,0.1
1163,0,Light Heavy,0,Low,0,Low,0,3.97805,919.4,0.0474093,0.1
1164,0,Light Heavy,0,Low,0,Low,0,4.01055,926.409,0.0477276,0.1
1165,0,Light Heavy,0,Low,0,Low,0,3.93383,906.961,0.0473206,0.1
1166,0,Light Heavy,0,Low,0,Low,0,3.96402,915.628,0.0472049,0.1
1167,0,Light Heavy,0,Low,0,Low,0,3.9265,906.233,0.0471489,0.1
1168,0,Light Heavy,0,Low,0,Low,0,3.95054,912.276,0.0471971,0.1
1169,0,Light Heavy,0,Low,0,Low,0,3.89739,898.839,0.0471933,0.1
1170,0,Light Heavy,0,Low,0,Low,0,3.96361,915.995,0.0470621,0.1
1171,0,Light Heavy,0,Low,0,Low,0,3.97298,917.315,0.0471489,0.1
1172,0,Light Heavy,0,Low,0,Low,0,3.95813,913.455,0.0471528,0.1
1173,0,Light Heavy,0,Low,0,Low,0,3.91359,903.768,0.0469753,0.1
1174,0,Light Heavy,0,Low,0,Low,0,3.97878,919.852,0.0470814,0.1
1175,0,Light Heavy,0,Low,0,Low,0,3.98383,919.24,0.047419,0.1
1176,0,Light Heavy,0,Low,0,Low,0,3.97044,918.095,0.0469039,0.1
1177,0,Light Heavy,0,Low,0,Low,0,3.9711,916.53,0.0473669,0.1
1178,0,Light Heavy,0,Low,0,Low,0,3.90969,900.984,0.0472087,0.1
1179,0,Light Heavy,0,Low,0,Low,0,3.97543,917.45,0.0475907,0.1
1180,0,Light Heavy,0,Low,0,Low,0,3.95594,913.936,0.0471914,0.1
1181,0,Light Heavy,0,Low,0,Low,0,3.97672,919.468,0.0468248,0.1
1182,0,Light Heavy,0,Low,0,Low,0,3.95267,913.095,0.0472184,0.1
1183,0,Light Heavy,0,Low,0,Low,0,3.93004,906.275,0.0472357,0.1
1184,0,Light Heavy,0,Low,0,Low,0,3.90075,899.447,0.0468673,0.1
1185,0,Light Heavy,0,Low,0,Low,0,3.93998,909.404,0.0471663,0.1
1186,0,Light Heavy,0,Low,0,Low,0,3.94165,910.44,0.0470062,0.1
1187,0,Light Heavy,0,Low,0,Low,0,3.93206,908.081,0.0467593,0.1
1188,0,Light Heavy,0,Low,0,Low,0,3.92387,905.762,0.0472975,0.1
1189,0,Light Heavy,0,Low,0,Low,0,3.93716,909.139,0.0468461,0.1
1190,0,Light Heavy,0,Low,0,Low,0,3.9079,900.824,0.0470718,0.1
1191,0,Light Heavy,0,Low,0,Low,0,3.95958,913.822,0.0474093,0.1
1192,0,Light Heavy,0,Low,0,Low,0,3.95335,913.136,0.0472049,0.1
1193,0,Light Heavy,0,Low,0,Low,0,3.92359,905.087,0.0469309,0.1
1194,0,Light Heavy,0,Low,0,Low,0,3.89474,899.403,0.0464063,0.1
1195,0,Light Heavy,0,Low,0,Low,0,3.91835,904.179,0.0471431,0.1
1196,0,Light Heavy,0,Low,0,Low,0,3.95742,914.508,0.0470139,0.1
1197,0,Balanced,-1,Low,0,Medium,1,3.9274,908.074,0.0468171,0.1
1198,1,Light Heavy,1,Medium,1,Low,0,8.62897,1974.6,0.0939699,0.1
1199,0,Light Heavy,0,Low,0,Low,0,3.88033,895.099,0.04712,0.1
1200,0,Light Heavy,0,Low,0,Low,0,3.95523,912.436,0.0473708,0.1
1201,0,BSDF Heavy,-2,Low,0,High,2,3.92714,904.764,0.0478414,0.1
1202,2,Light Heavy,2,High,2,Low,0,14.8909,3409.14,0.110282,0.1
1203,0,Balanced,-1,Low,0,Medium,1,3.87523,894.935,0.0465606,0.1
1204,1,Light Heavy,1,Medium,1,Low,0,8.71271,1994.21,0.0942824,0.1
1205,0,Light Heavy,0,Low,0,Low,0,3.95438,913.426,0.0470332,0.1
1206,0,Light Heavy,0,Low,0,Low,0,3.91194,901.796,0.0470409,0.1
1207,0,Light Heavy,0,Low,0,Low,0,3.93873,907.582,0.0476254,0.1
1208,0,Light Heavy,0,Low,0,Low,0,3.97088,915.258,0.0477103,0.1
1209,0,Light Heavy,0,Low,0,Low,0,3.93206,907.073,0.0474016,0.1
1210,0,Light Heavy,0,Low,0,Low,0,3.92243,904.88,0.046983,0.1
1211,0,Light Heavy,0,Low,0,Low,0,3.94893,909.829,0.0475,0.1
1212,0,Light Heavy,0,Low,0,Low,0,3.98266,919.723,0.0473515,0.1
1213,0,Light Heavy,0,Low,0,Low,0,3.90278,899.612,0.0472608,0.1
1214,0,BSDF Heavy,-2,Low,0,High,2,3.9509,911.663,0.0472454,0.1
1215,2,BSDF Heavy,0,High,2,High,2,14.7622,3380.01,0.109674,0.1
1216,2,Balanced,1,High,2,Medium,1,14.8237,3393.42,0.1099,0.1
1217,1,Balanced,0,Medium,1,Medium,1,8.69177,1989.21,0.0945235,0.1
1218,1,Light Heavy,1,Medium,1,Low,0,8.61775,1972.52,0.0939622,0.1
1219,0,Light Heavy,0,Low,0,Low,0,3.91501,904.049,0.0471528,0.1
1220,0,Light Heavy,0,Low,0,Low,0,3.91042,901.57,0.0470756,0.1
1221,0,BSDF Heavy,-2,Low,0,High,2,3.92889,906.871,0.0470332,0.1
1222,2,Light Heavy,2,High,2,Low,0,14.9688,3426.82,0.110559,0.1
1223,0,Balanced,-1,Low,0,Medium,1,3.964,914.814,0.0471991,0.1
1224,1,Light Heavy,1,Medium,1,Low,0,8.61476,1970.34,0.0938175,0.1
1225,0,Light Heavy,0,Low,0,Low,0,3.91269,902.744,0.0466995,0.1
1226,0,Light Heavy,0,Low,0,Low,0,3.94371,911.018,0.0468576,0.1
1227,0,Light Heavy,0,Low,0,Low,0,3.933,908.73,0.0470853,0.1
1228,0,Light Heavy,0,Low,0,Low,0,3.98852,921.198,0.0474595,0.1
1229,0,Balanced,-1,Low,0,Medium,1,3.95233,913.803,0.0468731,0.1
1230,1,Light Heavy,1,Medium,1,Low,0,8.73817,1999.57,0.0940625,0.1
1231,0,Light Heavy,0,Low,0,Low,0,3.91525,903.907,0.0473032,0.1
1232,0,Light Heavy,0,Low,0,Low,0,3.89717,899.11,0.0467593,0.1
1233,0,BSDF Heavy,-2,Low,0,High,2,3.99059,922.036,0.0475154,0.1
1234,2,Light Heavy,2,High,2,Low,0,14.8854,3409.31,0.109664,0.1
1235,0,Balanced,-1,Low,0,Medium,1,3.93923,909.465,0.0470139,0.1
1236,1,Light Heavy,1,Medium,1,Low,0,8.8116,2019.5,0.0941532,0.1
1237,0,Light Heavy,0,Low,0,Low,0,3.91204,903.231,0.0467477,0.1
1238,0,Light Heavy,0,Low,0,Low,0,3.96798,916.604,0.0473071,0.1
1239,0,Light Heavy,0,Low,0,Low,0,3.92002,905.552,0.0468808,0.1
1240,0,Light Heavy,0,Low,0,Low,0,3.94288,909.271,0.0475772,0.1
1241,0,Light Heavy,0,Low,0,Low,0,3.92823,906.934,0.0473225,0.1
1242,0,Light Heavy,0,Low,0,Low,0,3.91322,901.787,0.047309,0.1
1243,0,Light Heavy,0,Low,0,Low,0,3.90346,900.169,0.0468229,0.1
1244,0,Light Heavy,0,Low,0,Low,0,3.98397,920.003,0.0475965,0.1
1245,0,Light Heavy,0,Low,0,Low,0,3.93014,907.332,0.0469078,0.1
1246,0,Light Heavy,0,Low,0,Low,0,3.89939,898.116,0.0472647,0.1
1247,0,Light Heavy,0,Low,0,Low,0,3.91269,902.648,0.0468789,0.1
1248,0,Light Heavy,0,Low,0,Low,0,3.9336,907.639,0.0472434,0.1
1249,0,Light Heavy,0,Low,0,Low,0,3.97504,918.457,0.0474383,0.1
1250,0,Light Heavy,0,Low,0,Low,0,3.90578,901.182,0.04712,0.1
1251,0,Light Heavy,0,Low,0,Low,0,3.86963,891.248,0.0472724,0.1
1252,0,Light Heavy,0,Low,0,Low,0,3.95512,914.703,0.0465413,0.1
1253,0,Light Heavy,0,Low,0,Low,0,3.89398,900.195,0.0465123,0.1
1254,0,Light Heavy,0,Low,0,Low,0,3.96056,914.106,0.0472666,0.1
1255,0,Light Heavy,0,Low,0,Low,0,3.89359,898.072,0.0468229,0.1
1256,0,Light Heavy,0,Low,0,Low,0,3.93679,907.474,0.0471586,0.1
1257,0,BSDF Heavy,-2,Low,0,High,2,3.90349,900.803,0.0471431,0.1
1258,2,Light Heavy,2,High,2,Low,0,14.9027,3412.8,0.110108,0.1
1259,0,Balanced,-1,Low,0,Medium,1,3.97183,917.331,0.0474286,0.1
1260,1,Light Heavy,1,Medium,1,Low,0,8.73896,1998.55,0.0948611,0.1
1261,0,Light Heavy,0,Low,0,Low,0,3.92371,905.729,0.0468789,0.1
1262,0,Light Heavy,0,Low,0,Low,0,3.95372,912.952,0.0473071,0.1
1263,0,Light Heavy,0,Low,0,Low,0,3.96889,917.206,0.0471856,0.1
1264,0,Light Heavy,0,Low,0,Low,0,3.95502,914.549,0.0471296,0.1
1265,0,Light Heavy,0,Low,0,Low,0,3.93254,907.644,0.0471084,0.1
1266,0,Balanced,-1,Low,0,Medium,1,3.99185,922.536,0.0470949,0.1
1267,1,Light Heavy,1,Medium,1,Low,0,8.67679,1983.81,0.094566,0.1
1268,0,Light Heavy,0,Low,0,Low,0,3.95389,914.312,0.046576,0.1
1269,0,Light Heavy,0,Low,0,Low,0,3.91173,903.811,0.0465046,0.1
1270,0,Light Heavy,0,Low,0,Low,0,3.93805,908.642,0.0474344,0.1
1271,0,Light Heavy,0,Low,0,Low,0,3.96317,915.24,0.0471566,0.1
1272,0,Light Heavy,0,Low,0,Low,0,3.97694,918.684,0.0473187,0.1
1273,0,Light Heavy,0,Low,0,Low,0,3.93651,908.002,0.0470081,0.1
1274,0,Light Heavy,0,Low,0,Low,0,3.94139,910.339,0.0469483,0.1
1275,0,Light Heavy,0,Low,0,Low,0,3.93497,907.583,0.0474576,0.1
1276,0,Light Heavy,0,Low,0,Low,0,3.93634,909.768,0.0465799,0.1
1277,0,Light Heavy,0,Low,0,Low,0,3.94009,909.792,0.0471682,0.1
1278,0,Light Heavy,0,Low,0,Low,0,3.96707,916.197,0.0472724,0.1
1279,0,Light Heavy,0,Low,0,Low,0,3.90663,901.705,0.0470274,0.1
1280,0,Light Heavy,0,Low,0,Low,0,3.94446,910.494,0.0473322,0.1
1281,0,Light Heavy,0,Low,0,Low,0,3.90568,900.882,0.0470486,0.1
1282,0,Light Heavy,0,Low,0,Low,0,3.95825,914.32,0.0468943,0.1
1283,0,Light Heavy,0,Low,0,Low,0,3.94119,910.965,0.0465702,0.1
1284,0,Light Heavy,0,Low,0,Low,0,3.92131,905.822,0.0467747,0.1
1285,0,Light Heavy,0,Low,0,Low,0,3.9523,913.806,0.0469174,0.1
1286,0,Light Heavy,0,Low,0,Low,0,3.88494,895.882,0.0469078,0.1
1287,0,Light Heavy,0,Low,0,Low,0,3.9117,901.839,0.0473765,0.1
1288,0,Light Heavy,0,Low,0,Low,0,3.91332,902.579,0.0470293,0.1
1289,0,Light Heavy,0,Low,0,Low,0,3.95934,914.609,0.0475482,0.1
1290,0,Light Heavy,0,Low,0,Low,0,3.92315,906.075,0.046985,0.1
1291,0,Light Heavy,0,Low,0,Low,0,3.94241,910.718,0.04701,0.1
1292,0,Light Heavy,0,Low,0,Low,0,3.96165,915.311,0.0474865,0.1
1293,0,Light Heavy,0,Low,0,Low,0,3.89663,897.552,0.0471605,0.1
1294,0,Light Heavy,0,Low,0,Low,0,3.94064,910.359,0.0471335,0.1
1295,0,Light Heavy,0,Low,0,Low,0,3.9178,904.048,0.0469715,0.1
1296,0,Light Heavy,0,Low,0,Low,0,3.96626,914.821,0.0474556,0.1
1297,0,Light Heavy,0,Low,0,Low,0,3.98153,918.712,0.0476543,0.1
1298,0,Light Heavy,0,Low,0,Low,0,3.91153,902.791,0.0470718,0.1
1299,0,Light Heavy,0,Low,0,Low,0,3.91462,901.293,0.0474383,0.1
1300,0,Light Heavy,0,Low,0,Low,0,3.96457,915.888,0.0472377,0.1
1301,0,Light Heavy,0,Low,0,Low,0,3.95029,911.764,0.0473939,0.1
1302,0,Light Heavy,0,Low,0,Low,0,3.96589,915.569,0.0471779,0.1
1303,0,Light Heavy,0,Low,0,Low,0,3.91582,903.759,0.0470312,0.1
1304,0,Light Heavy,0,Low,0,Low,0,3.95583,912.878,0.0473264,0.1
1305,0,Light Heavy,0,Low,0,Low,0,3.91778,903.435,0.0471373,0.1
1306,0,Balanced,-1,Low,0,Medium,1,3.95099,911.953,0.0473978,0.1
1307,1,Light Heavy,1,Medium,1,Low,0,8.62724,1972.36,0.0941435,0.1
1308,0,Light Heavy,0,Low,0,Low,0,3.94516,910.767,0.0472184,0.1
1309,0,Light Heavy,0,Low,0,Low,0,3.84743,887.857,0.0466011,0.1
1310,0,Light Heavy,0,Low,0,Low,0,4.00085,923.747,0.0473264,0.1
1311,0,Light Heavy,0,Low,0,Low,0,3.93937,910.408,0.0471007,0.1
1312,0,Light Heavy,0,Low,0,Low,0,3.89157,898.1,0.0464371,0.1
1313,0,BSDF Heavy,-2,Low,0,High,2,3.9365,909,0.0470004,0.1
1314,2,BSDF Heavy,0,High,2,High,2,14.7811,3386.58,0.108997,0.1
1315,2,Balanced,1,High,2,Medium,1,14.8655,3402.09,0.109981,0.1
1316,1,Balanced,0,Medium,1,Medium,1,8.73611,1998.25,0.0946277,0.1
1317,1,Light Heavy,1,Medium,1,Low,0,8.60518,1967.58,0.0936844,0.1
1318,0,Light Heavy,0,Low,0,Low,0,3.96921,916.354,0.0472627,0.1
1319,0,Light Heavy,0,Low,0,Low,0,3.94205,910.283,0.0468692,0.1
1320,0,Light Heavy,0,Low,0,Low,0,3.91828,903.869,0.0471084,0.1
1321,0,Light Heavy,0,Low,0,Low,0,3.96442,915.97,0.0467747,0.1
1322,0,Light Heavy,0,Low,0,Low,0,3.92185,905.247,0.0469213,0.1
1323,0,Light Heavy,0,Low,0,Low,0,3.93173,907.401,0.047201,0.1
1324,0,Light Heavy,0,Low,0,Low,0,3.89737,898.944,0.047282,0.1
1325,0,Light Heavy,0,Low,0,Low,0,3.95921,916.362,0.0466165,0.1
1326,0,BSDF Heavy,-2,Low,0,High,2,3.90094,900.233,0.0467438,0.1
1327,2,Light Heavy,2,High,2,Low,0,14.9873,3427.91,0.111086,0.1
1328,0,Balanced,-1,Low,0,Medium,1,3.89299,896.964,0.0473283,0.1
1329,1,Light Heavy,1,Medium,1,Low,0,8.77875,2008.69,0.0947203,0.1
1330,0,Light Heavy,0,Low,0,Low,0,3.97919,917.973,0.0478202,0.1
1331,0,Light Heavy,0,Low,0,Low,0,3.90712,900.452,0.0471509,0.1
1332,0,Light Heavy,0,Low,0,Low,0,3.98189,918.506,0.047419,0.1
1333,0,Light Heavy,0,Low,0,Low,0,3.95526,914.013,0.0468287,0.1
1334,0,Light Heavy,0,Low,0,Low,0,3.97482,917.597,0.0474884,0.1
1335,0,Light Heavy,0,Low,0,Low,0,3.88813,897.258,0.0465316,0.1
1336,0,Light Heavy,0,Low,0,Low,0,3.98927,921.9,0.0470544,0.1
1337,0,Light Heavy,0,Low,0,Low,0,3.99364,922.325,0.0474151,0.1
1338,0,Light Heavy,0,Low,0,Low,0,3.98624,921.179,0.0472164,0.1
1339,0,Light Heavy,0,Low,0,Low,0,3.9583,914.77,0.0469734,0.1
1340,0,Light Heavy,0,Low,0,Low,0,3.9262,905.355,0.0474421,0.1
1341,0,Light Heavy,0,Low,0,Low,0,3.91354,903.054,0.0473437,0.1
1342,0,Light Heavy,0,Low,0,Low,0,3.95982,915.489,0.0470255,0.1
1343,0,Light Heavy,0,Low,0,Low,0,3.93213,907.553,0.0470853,0.1
1344,0,Light Heavy,0,Low,0,Low,0,3.92687,906.614,0.0468692,0.1
1345,0,Light Heavy,0,Low,0,Low,0,3.96243,915.371,0.0468113,0.1
1346,0,Light Heavy,0,Low,0,Low,0,3.9045,901.657,0.0468306,0.1
1347,0,Light Heavy,0,Low,0,Low,0,3.98019,918.728,0.0473032,0.1
1348,0,Light Heavy,0,Low,0,Low,0,3.94336,911.157,0.0468904,0.1
1349,0,Light Heavy,0,Low,0,Low,0,3.90899,900.944,0.0475231,0.1
1350,0,Light Heavy,0,Low,0,Low,0,4.00929,925.771,0.0474749,0.1
1351,0,Light Heavy,0,Low,0,Low,0,3.92696,906.446,0.0470274,0.1
1352,3,Light Heavy,0,Low,0,Low,0,3.92817,906.234,0.0472492,0.1
1353,3,BSDF Heavy,-2,Low,0,High,2,3.9282,907.52,0.0468441,0.1
1354,5,BSDF Heavy,0,High,2,High,2,14.8928,3407.7,0.11023,0.1
1355,5,BSDF Heavy,0,High,2,High,2,14.8342,3393.63,0.110677,0.1
1356,5,BSDF Heavy,0,High,2,High,2,14.8636,3400.29,0.110195,0.1
1357,5,BSDF Heavy,0,High,2,High,2,14.8202,3391.9,0.109784,0.1
1358,5,BSDF Heavy,0,High,2,High,2,14.8246,3395.68,0.10962,0.1
1359,5,BSDF Heavy,0,High,2,High,2,14.7928,3385.42,0.110013,0.1
1360,5,Balanced,1,High,2,Medium,1,14.8975,3408.16,0.110592,0.1
1361,4,BSDF Heavy,-1,Medium,1,High,2,8.72979,1995.81,0.0946528,0.1
1362,5,Balanced,1,High,2,Medium,1,14.8634,3400.38,0.110747,0.1
1363,4,BSDF Heavy,-1,Medium,1,High,2,8.68434,1990.71,0.0940008,0.1
1364,5,BSDF Heavy,0,High,2,High,2,14.9884,3427.99,0.110718,0.1
1365,5,BSDF Heavy,0,High,2,High,2,14.9594,3425.94,0.109844,0.1
1366,5,BSDF Heavy,0,High,2,High,2,14.8365,3399.37,0.109877,0.1
1367,5,BSDF Heavy,0,High,2,High,2,14.8293,3395.42,0.10939,0.1
1368,5,BSDF Heavy,0,High,2,High,2,14.8779,3404.15,0.109954,0.1
1369,5,BSDF Heavy,0,High,2,High,2,14.8254,3393.03,0.109738,0.1
1370,5,BSDF Heavy,0,High,2,High,2,14.9211,3415.77,0.110374,0.1
1371,5,BSDF Heavy,0,High,2,High,2,14.9031,3411.64,0.109931,0.1
1372,5,BSDF Heavy,0,High,2,High,2,14.9396,3417.95,0.110648,0.1
1373,5,BSDF Heavy,0,High,2,High,2,14.8627,3404.31,0.10934,0.1
1374,5,BSDF Heavy,0,High,2,High,2,14.9418,3419.72,0.110262,0.1
1375,5,BSDF Heavy,0,High,2,High,2,14.9739,3425.91,0.110559,0.1
1376,5,BSDF Heavy,0,High,2,High,2,14.8661,3405.66,0.110002,0.1
1377,5,BSDF Heavy,0,High,2,High,2,14.8423,3397.26,0.109817,0.1
1378,5,BSDF Heavy,0,High,2,High,2,14.9015,3408.72,0.109759,0.1
1379,5,BSDF Heavy,0,High,2,High,2,14.8777,3404.98,0.110015,0.1
