Iteration,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Bright Pixel Ratio,Epsilon
1899,5,BSDF Heavy,0,High,2,High,2,15.0097,3433.92,0.110475,0.1
1900,5,BSDF Heavy,0,High,2,High,2,14.9597,3422.47,0.110367,0.1
1901,5,BSDF Heavy,0,High,2,High,2,14.83,3393.93,0.109774,0.1
1902,5,BSDF Heavy,0,High,2,High,2,14.9066,3414.44,0.109917,0.1
1903,5,Balanced,1,High,2,Medium,1,14.8516,3399.25,0.109917,0.1
1904,4,Light Heavy,1,Medium,1,Low,0,8.6047,1966.85,0.0943461,0.1
1905,3,BSDF Heavy,-2,Low,0,High,2,3.98071,919.796,0.0472704,0.1
1906,5,Balanced,1,High,2,Medium,1,14.9972,3432.5,0.110471,0.1
1907,4,BSDF Heavy,-1,Medium,1,High,2,8.59089,1964.47,0.0943017,0.1
1908,5,BSDF Heavy,0,High,2,High,2,14.8169,3393.53,0.109529,0.1
1909,5,BSDF Heavy,0,High,2,High,2,14.8297,3398.47,0.109479,0.1
1910,5,Balanced,1,High,2,Medium,1,14.812,3389.99,0.110031,0.1
1911,4,BSDF Heavy,-1,Medium,1,High,2,8.68859,1988.28,0.0944753,0.1
1912,5,BSDF Heavy,0,High,2,High,2,14.8819,3406.3,0.109873,0.1
1913,5,BSDF Heavy,0,High,2,High,2,14.9973,3432.7,0.110542,0.1
1914,5,BSDF Heavy,0,High,2,High,2,14.8677,3403.73,0.110008,0.1
1915,5,BSDF Heavy,0,High,2,High,2,14.9,3408.87,0.11066,0.1
1916,5,BSDF Heavy,0,High,2,High,2,14.9104,3413.88,0.11012,0.1
1917,5,BSDF Heavy,0,High,2,High,2,14.8872,3407.59,0.109994,0.1
1918,5,BSDF Heavy,0,High,2,High,2,14.801,3388.66,0.109745,0.1
1919,5,BSDF Heavy,0,High,2,High,2,14.9764,3426.49,0.110793,0.1
1920,5,BSDF Heavy,0,High,2,High,2,14.8352,3399.41,0.10966,0.1
1921,5,BSDF Heavy,0,High,2,High,2,14.8855,3407.54,0.109863,0.1
1922,5,BSDF Heavy,0,High,2,High,2,14.834,3395.33,0.109863,0.1
1923,5,BSDF Heavy,0,High,2,High,2,14.8969,3411.39,0.109927,0.1
1924,5,BSDF Heavy,0,High,2,High,2,14.9257,3412.95,0.110347,0.1
1925,5,BSDF Heavy,0,High,2,High,2,14.9353,3418.4,0.11022,0.1
1926,5,BSDF Heavy,0,High,2,High,2,14.7772,3383.11,0.10967,0.1
1927,5,BSDF Heavy,0,High,2,High,2,14.9156,3413.83,0.110347,0.1
1928,5,BSDF Heavy,0,High,2,High,2,14.8232,3391.46,0.110436,0.1
1929,5,BSDF Heavy,0,High,2,High,2,14.8994,3413.4,0.110095,0.1
1930,5,Balanced,1,High,2,Medium,1,14.9161,3412.71,0.110297,0.1
1931,4,BSDF Heavy,-1,Medium,1,High,2,8.63184,1973.05,0.0943924,0.1
1932,5,Light Heavy,2,High,2,Low,0,14.8618,3404.03,0.109738,0.1
1933,3,BSDF Heavy,-2,Low,0,High,2,3.8796,894.715,0.0468846,0.1
1934,5,BSDF Heavy,0,High,2,High,2,14.9461,3420.63,0.110249,0.1
1935,5,BSDF Heavy,0,High,2,High,2,14.9344,3419.21,0.109859,0.1
1936,5,BSDF Heavy,0,High,2,High,2,14.9366,3420.67,0.1101,0.1
1937,5,BSDF Heavy,0,High,2,High,2,14.8576,3403.55,0.110017,0.1
1938,5,BSDF Heavy,0,High,2,High,2,14.9024,3410,0.110116,0.1
1939,5,BSDF Heavy,0,High,2,High,2,14.8451,3397.7,0.110581,0.1
1940,5,BSDF Heavy,0,High,2,High,2,14.8504,3399.2,0.109907,0.1
1941,5,BSDF Heavy,0,High,2,High,2,14.9174,3418.56,0.109371,0.1
1942,5,BSDF Heavy,0,High,2,High,2,14.8384,3396.8,0.1101,0.1
1943,5,BSDF Heavy,0,High,2,High,2,14.8451,3399.9,0.109803,0.1
1944,5,BSDF Heavy,0,High,2,High,2,14.879,3407.67,0.109896,0.1
1945,5,BSDF Heavy,0,High,2,High,2,14.7456,3376.56,0.109302,0.1
1946,5,BSDF Heavy,0,High,2,High,2,14.9576,3423.54,0.110654,0.1
1947,5,BSDF Heavy,0,High,2,High,2,14.8845,3409.56,0.109601,0.1
1948,5,BSDF Heavy,0,High,2,High,2,14.8975,3408.61,0.110421,0.1
1949,5,BSDF Heavy,0,High,2,High,2,14.7732,3384.23,0.109279,0.1
1950,5,BSDF Heavy,0,High,2,High,2,14.9055,3411.53,0.110428,0.1
1951,5,Balanced,1,High,2,Medium,1,14.9416,3416.61,0.110712,0.1
1952,4,BSDF Heavy,-1,Medium,1,High,2,8.69651,1990.59,0.0941705,0.1
1953,5,BSDF Heavy,0,High,2,High,2,14.8973,3406.99,0.110172,0.1
1954,5,BSDF Heavy,0,High,2,High,2,14.834,3393.8,0.110017,0.1
1955,5,BSDF Heavy,0,High,2,High,2,14.9076,3412.39,0.109902,0.1
1956,5,BSDF Heavy,0,High,2,High,2,14.8247,3394.34,0.109632,0.1
1957,5,BSDF Heavy,0,High,2,High,2,14.9105,3414.11,0.109776,0.1
1958,5,BSDF Heavy,0,High,2,High,2,14.7442,3375.39,0.109248,0.1
1959,5,BSDF Heavy,0,High,2,High,2,14.9079,3413.36,0.110233,0.1
1960,5,BSDF Heavy,0,High,2,High,2,14.8978,3410.4,0.110231,0.1
1961,5,BSDF Heavy,0,High,2,High,2,14.9221,3413.96,0.110287,0.1
1962,5,BSDF Heavy,0,High,2,High,2,14.9427,3423.14,0.10988,0.1
1963,5,BSDF Heavy,0,High,2,High,2,14.9776,3430.38,0.109578,0.1
1964,5,BSDF Heavy,0,High,2,High,2,14.9234,3415.26,0.110517,0.1
1965,5,BSDF Heavy,0,High,2,High,2,14.8689,3403.53,0.109738,0.1
1966,5,BSDF Heavy,0,High,2,High,2,14.8744,3405.36,0.110035,0.1
1967,5,BSDF Heavy,0,High,2,High,2,14.9197,3417.35,0.110365,0.1
1968,5,BSDF Heavy,0,High,2,High,2,14.8318,3396.2,0.109817,0.1
1969,5,BSDF Heavy,0,High,2,High,2,14.7946,3388.46,0.109192,0.1
1970,5,BSDF Heavy,0,High,2,High,2,14.8599,3401.21,0.110069,0.1
1971,5,BSDF Heavy,0,High,2,High,2,14.7833,3387.84,0.10973,0.1
1972,5,BSDF Heavy,0,High,2,High,2,14.867,3405.2,0.109784,0.1
1973,5,BSDF Heavy,0,High,2,High,2,14.9975,3433.15,0.11033,0.1
1974,5,Light Heavy,2,High,2,Low,0,14.9147,3414.44,0.109757,0.1
1975,3,BSDF Heavy,-2,Low,0,High,2,3.92931,906.991,0.04701,0.1
1976,5,Light Heavy,2,High,2,Low,0,14.9062,3412.43,0.109896,0.1
1977,3,BSDF Heavy,-2,Low,0,High,2,3.94674,911.589,0.047201,0.1
1978,5,Balanced,1,High,2,Medium,1,14.9313,3419.29,0.110465,0.1
1979,4,BSDF Heavy,-1,Medium,1,High,2,8.63365,1974.26,0.0943094,0.1
1980,5,Balanced,1,High,2,Medium,1,14.8959,3410.51,0.109992,0.1
1981,4,BSDF Heavy,-1,Medium,1,High,2,8.7356,1999.29,0.0946798,0.1
1982,5,Balanced,1,High,2,Medium,1,14.8197,3392.45,0.110314,0.1
1983,4,BSDF Heavy,-1,Medium,1,High,2,8.74313,1999.38,0.0944464,0.1
1984,5,Light Heavy,2,High,2,Low,0,14.9881,3430.99,0.110129,0.1
1985,3,BSDF Heavy,-2,Low,0,High,2,3.93457,908.806,0.0472203,0.1
1986,5,BSDF Heavy,0,High,2,High,2,14.9074,3410.89,0.109969,0.1
1987,5,BSDF Heavy,0,High,2,High,2,14.8024,3389.55,0.109809,0.1
1988,5,BSDF Heavy,0,High,2,High,2,14.8828,3406.03,0.11015,0.1
1989,5,BSDF Heavy,0,High,2,High,2,14.9377,3420.82,0.11048,0.1
1990,5,BSDF Heavy,0,High,2,High,2,14.9621,3424.7,0.110274,0.1
1991,5,BSDF Heavy,0,High,2,High,2,14.9096,3414.33,0.109707,0.1
1992,5,BSDF Heavy,0,High,2,High,2,14.8439,3397.43,0.109877,0.1
1993,5,BSDF Heavy,0,High,2,High,2,14.8725,3405.26,0.109956,0.1
1994,5,BSDF Heavy,0,High,2,High,2,14.8356,3396.75,0.109738,0.1
1995,5,BSDF Heavy,0,High,2,High,2,14.8744,3406.12,0.109649,0.1
1996,5,BSDF Heavy,0,High,2,High,2,14.8658,3404.77,0.109813,0.1
1997,5,BSDF Heavy,0,High,2,High,2,14.8563,3400.59,0.110033,0.1
1998,5,BSDF Heavy,0,High,2,High,2,14.8205,3392.31,0.110039,0.1
1999,5,BSDF Heavy,0,High,2,High,2,14.9406,3417.59,0.110631,0.1
2000,5,BSDF Heavy,0,High,2,High,2,14.8694,3404.85,0.109936,0.1
2001,5,BSDF Heavy,0,High,2,High,2,14.9045,3412.83,0.109944,0.1
2002,5,BSDF Heavy,0,High,2,High,2,14.9169,3416.14,0.110195,0.1
2003,5,Balanced,1,High,2,Medium,1,14.8263,3395.31,0.109853,0.1
2004,4,Light Heavy,1,Medium,1,Low,0,8.74172,2001.58,0.0941088,0.1
2005,3,BSDF Heavy,-2,Low,0,High,2,3.92624,904.982,0.0474691,0.1
2006,5,Light Heavy,2,High,2,Low,0,14.8629,3402.26,0.110312,0.1
2007,3,BSDF Heavy,-2,Low,0,High,2,3.9569,913.989,0.0471451,0.1
2008,5,BSDF Heavy,0,High,2,High,2,14.8611,3401.54,0.109815,0.1
2009,5,BSDF Heavy,0,High,2,High,2,14.846,3399.19,0.110064,0.1
2010,5,BSDF Heavy,0,High,2,High,2,14.975,3428.29,0.109998,0.1
2011,5,BSDF Heavy,0,High,2,High,2,14.8718,3404.04,0.109967,0.1
2012,5,BSDF Heavy,0,High,2,High,2,14.849,3399.71,0.109527,0.1
2013,5,BSDF Heavy,0,High,2,High,2,14.8045,3389.66,0.109414,0.1
2014,5,BSDF Heavy,0,High,2,High,2,14.8872,3409.93,0.109539,0.1
2015,5,BSDF Heavy,0,High,2,High,2,14.8768,3404.34,0.110066,0.1
2016,5,Balanced,1,High,2,Medium,1,14.973,3426.9,0.110968,0.1
2017,4,BSDF Heavy,-1,Medium,1,High,2,8.66945,1982.1,0.094456,0.1
2018,5,BSDF Heavy,0,High,2,High,2,14.9899,3432.79,0.110295,0.1
2019,5,BSDF Heavy,0,High,2,High,2,14.82,3393.92,0.109707,0.1
2020,5,BSDF Heavy,0,High,2,High,2,15.0085,3434.57,0.110876,0.1
2021,5,BSDF Heavy,0,High,2,High,2,14.8918,3409.29,0.110216,0.1
2022,5,BSDF Heavy,0,High,2,High,2,14.8431,3398.13,0.110276,0.1
2023,5,BSDF Heavy,0,High,2,High,2,14.8599,3399.86,0.110299,0.1
2024,5,BSDF Heavy,0,High,2,High,2,14.8366,3397.3,0.109662,0.1
2025,5,BSDF Heavy,0,High,2,High,2,14.888,3407.75,0.109857,0.1
2026,5,BSDF Heavy,0,High,2,High,2,14.9379,3418.96,0.110071,0.1
2027,5,BSDF Heavy,0,High,2,High,2,14.9433,3420.94,0.110237,0.1
2028,5,BSDF Heavy,0,High,2,High,2,14.8774,3407.27,0.110096,0.1
2029,5,BSDF Heavy,0,High,2,High,2,14.8454,3398.46,0.109564,0.1
2030,5,BSDF Heavy,0,High,2,High,2,14.8847,3410.78,0.109628,0.1
2031,5,BSDF Heavy,0,High,2,High,2,14.7637,3384.26,0.108715,0.1
2032,5,BSDF Heavy,0,High,2,High,2,14.6751,3363.82,0.1088,0.1
2033,5,BSDF Heavy,0,High,2,High,2,14.9956,3435.37,0.110255,0.1
2034,5,BSDF Heavy,0,High,2,High,2,14.8763,3404.44,0.110122,0.1
2035,5,Light Heavy,2,High,2,Low,0,14.9576,3426.03,0.110021,0.1
2036,3,BSDF Heavy,-2,Low,0,High,2,3.98483,922.568,0.0467091,0.1
2037,5,Balanced,1,High,2,Medium,1,14.9345,3416.89,0.110592,0.1
2038,4,BSDF Heavy,-1,Medium,1,High,2,8.73657,1998.34,0.0947049,0.1
2039,5,BSDF Heavy,0,High,2,High,2,14.8396,3395.78,0.11012,0.1
2040,5,BSDF Heavy,0,High,2,High,2,14.7199,3370.88,0.10925,0.1
2041,5,BSDF Heavy,0,High,2,High,2,14.7742,3384.14,0.109551,0.1
2042,5,BSDF Heavy,0,High,2,High,2,14.8091,3389.69,0.109564,0.1
2043,5,BSDF Heavy,0,High,2,High,2,14.8641,3403.69,0.10956,0.1
2044,5,BSDF Heavy,0,High,2,High,2,14.9613,3424.37,0.110143,0.1
2045,5,BSDF Heavy,0,High,2,High,2,14.8903,3411.4,0.109794,0.1
2046,5,BSDF Heavy,0,High,2,High,2,14.9074,3412.84,0.110091,0.1
2047,5,BSDF Heavy,0,High,2,High,2,14.7625,3379.57,0.108962,0.1
2048,5,BSDF Heavy,0,High,2,High,2,14.8882,3408.98,0.109958,0.1
2049,5,BSDF Heavy,0,High,2,High,2,14.8669,3404.49,0.110164,0.1
2050,5,BSDF Heavy,0,High,2,High,2,14.9045,3411.57,0.110228,0.1
2051,5,BSDF Heavy,0,High,2,High,2,14.7994,3387.46,0.110041,0.1
2052,5,BSDF Heavy,0,High,2,High,2,14.8513,3401.23,0.109948,0.1
2053,5,BSDF Heavy,0,High,2,High,2,14.9369,3417.84,0.1101,0.1
2054,5,BSDF Heavy,0,High,2,High,2,14.9118,3415.14,0.110179,0.1
2055,5,Light Heavy,2,High,2,Low,0,14.8309,3395.2,0.110004,0.1
2056,3,BSDF Heavy,-2,Low,0,High,2,3.93416,907.972,0.0471046,0.1
2057,5,Light Heavy,2,High,2,Low,0,14.9512,3423.72,0.109925,0.1
2058,3,BSDF Heavy,-2,Low,0,High,2,3.95128,912.364,0.0472473,0.1
2059,5,BSDF Heavy,0,High,2,High,2,14.8348,3395.87,0.109788,0.1
2060,5,BSDF Heavy,0,High,2,High,2,14.7448,3374.67,0.109319,0.1
2061,5,BSDF Heavy,0,High,2,High,2,14.9324,3417.96,0.1095,0.1
2062,5,BSDF Heavy,0,High,2,High,2,14.9735,3424.9,0.110766,0.1
2063,5,BSDF Heavy,0,High,2,High,2,14.8048,3389.01,0.109533,0.1
2064,5,BSDF Heavy,0,High,2,High,2,14.8843,3408.07,0.109853,0.1
2065,5,BSDF Heavy,0,High,2,High,2,14.8542,3401.35,0.109576,0.1
2066,5,BSDF Heavy,0,High,2,High,2,14.8101,3391.59,0.109587,0.1
2067,5,BSDF Heavy,0,High,2,High,2,14.9247,3416.31,0.109805,0.1
2068,5,BSDF Heavy,0,High,2,High,2,14.8142,3392.84,0.10946,0.1
2069,5,BSDF Heavy,0,High,2,High,2,14.907,3410.96,0.109919,0.1
2070,5,BSDF Heavy,0,High,2,High,2,14.8208,3391.47,0.109701,0.1
2071,5,BSDF Heavy,0,High,2,High,2,14.7722,3380.1,0.10973,0.1
2072,5,BSDF Heavy,0,High,2,High,2,14.9528,3425.49,0.109628,0.1
2073,5,BSDF Heavy,0,High,2,High,2,14.9213,3417.07,0.109905,0.1
2074,5,BSDF Heavy,0,High,2,High,2,14.9295,3417.37,0.110349,0.1
2075,5,BSDF Heavy,0,High,2,High,2,14.8357,3396.81,0.110266,0.1
2076,5,Balanced,1,High,2,Medium,1,14.8941,3410.16,0.10977,0.1
2077,4,BSDF Heavy,-1,Medium,1,High,2,8.69069,1989.41,0.0941686,0.1
2078,5,BSDF Heavy,0,High,2,High,2,14.9318,3417.27,0.110282,0.1
2079,5,BSDF Heavy,0,High,2,High,2,14.7748,3384.68,0.109288,0.1
2080,5,BSDF Heavy,0,High,2,High,2,14.8641,3402.18,0.110251,0.1
2081,5,BSDF Heavy,0,High,2,High,2,14.8433,3400,0.109485,0.1
2082,5,BSDF Heavy,0,High,2,High,2,14.8829,3406.93,0.109875,0.1
2083,5,BSDF Heavy,0,High,2,High,2,14.8649,3401.86,0.10985,0.1
2084,5,BSDF Heavy,0,High,2,High,2,15.0073,3434.94,0.110646,0.1
2085,5,BSDF Heavy,0,High,2,High,2,14.9354,3419,0.110743,0.1
2086,5,BSDF Heavy,0,High,2,High,2,14.9098,3412.25,0.110129,0.1
2087,5,BSDF Heavy,0,High,2,High,2,14.8084,3388.65,0.110129,0.1
2088,5,BSDF Heavy,0,High,2,High,2,14.9205,3415.33,0.110073,0.1
2089,5,BSDF Heavy,0,High,2,High,2,14.8826,3407,0.109905,0.1
2090,5,BSDF Heavy,0,High,2,High,2,14.8462,3397.2,0.110311,0.1
2091,5,BSDF Heavy,0,High,2,High,2,14.8569,3403.88,0.109907,0.1
2092,5,BSDF Heavy,0,High,2,High,2,14.9169,3415.89,0.110312,0.1
2093,5,BSDF Heavy,0,High,2,High,2,14.8257,3395.04,0.109182,0.1
2094,5,BSDF Heavy,0,High,2,High,2,14.8224,3396.17,0.109763,0.1
2095,5,BSDF Heavy,0,High,2,High,2,14.886,3408.41,0.109981,0.1
2096,5,BSDF Heavy,0,High,2,High,2,14.9464,3420.76,0.110421,0.1
2097,5,BSDF Heavy,0,High,2,High,2,14.956,3423.02,0.110507,0.1
2098,5,BSDF Heavy,0,High,2,High,2,14.8575,3400.57,0.110295,0.1
2099,5,BSDF Heavy,0,High,2,High,2,14.9131,3413.41,0.11039,0.1
2100,5,Balanced,1,High,2,Medium,1,14.9097,3411.6,0.110129,0.1
2101,4,BSDF Heavy,-1,Medium,1,High,2,8.67457,1984.63,0.0940972,0.1
2102,5,Balanced,1,High,2,Medium,1,14.901,3410.24,0.110085,0.1
2103,4,BSDF Heavy,-1,Medium,1,High,2,8.64428,1976.55,0.0939564,0.1
2104,5,Light Heavy,2,High,2,Low,0,14.8943,3409.74,0.110272,0.1
2105,3,BSDF Heavy,-2,Low,0,High,2,3.89363,899.517,0.0466821,0.1
2106,5,Balanced,1,High,2,Medium,1,14.7996,3390.29,0.109904,0.1
2107,4,BSDF Heavy,-1,Medium,1,High,2,8.68888,1986.01,0.0950752,0.1
2108,5,BSDF Heavy,0,High,2,High,2,14.9351,3419.53,0.110463,0.1
2109,5,BSDF Heavy,0,High,2,High,2,14.809,3389.98,0.10963,0.1
2110,5,BSDF Heavy,0,High,2,High,2,14.8711,3405.23,0.110197,0.1
2111,5,BSDF Heavy,0,High,2,High,2,14.8209,3395.21,0.109632,0.1
2112,5,BSDF Heavy,0,High,2,High,2,14.7877,3387.95,0.10968,0.1
2113,5,BSDF Heavy,0,High,2,High,2,14.9737,3425.9,0.109985,0.1
2114,5,BSDF Heavy,0,High,2,High,2,14.8124,3388.8,0.110085,0.1
2115,5,BSDF Heavy,0,High,2,High,2,14.7659,3378.69,0.109927,0.1
2116,5,BSDF Heavy,0,High,2,High,2,14.8384,3395.08,0.110353,0.1
2117,5,BSDF Heavy,0,High,2,High,2,14.8599,3402.04,0.109743,0.1
2118,5,BSDF Heavy,0,High,2,High,2,14.8629,3402.17,0.109468,0.1
2119,5,BSDF Heavy,0,High,2,High,2,14.8785,3405.04,0.109869,0.1
2120,5,BSDF Heavy,0,High,2,High,2,14.8679,3404.67,0.109815,0.1
2121,5,BSDF Heavy,0,High,2,High,2,14.9711,3428.97,0.109678,0.1
2122,5,BSDF Heavy,0,High,2,High,2,14.9631,3423.3,0.110465,0.1
2123,5,BSDF Heavy,0,High,2,High,2,14.8236,3393.75,0.109616,0.1
2124,5,BSDF Heavy,0,High,2,High,2,14.8037,3390.03,0.109599,0.1
2125,5,BSDF Heavy,0,High,2,High,2,14.885,3407.58,0.109961,0.1
2126,5,BSDF Heavy,0,High,2,High,2,14.9109,3414.32,0.110349,0.1
2127,5,BSDF Heavy,0,High,2,High,2,14.8801,3406.48,0.109647,0.1
2128,5,BSDF Heavy,0,High,2,High,2,14.9204,3416.24,0.110125,0.1
2129,5,BSDF Heavy,0,High,2,High,2,14.8793,3406.52,0.110041,0.1
2130,5,BSDF Heavy,0,High,2,High,2,14.889,3410.22,0.110127,0.1
2131,5,BSDF Heavy,0,High,2,High,2,14.8471,3398.8,0.109387,0.1
2132,5,BSDF Heavy,0,High,2,High,2,14.723,3373.48,0.109551,0.1
2133,5,BSDF Heavy,0,High,2,High,2,14.9524,3421.83,0.110503,0.1
2134,5,BSDF Heavy,0,High,2,High,2,14.9199,3413.9,0.110145,0.1
2135,5,Balanced,1,High,2,Medium,1,14.72,3370.69,0.109543,0.1
2136,4,BSDF Heavy,-1,Medium,1,High,2,8.67837,1984.27,0.0946451,0.1
2137,5,BSDF Heavy,0,High,2,High,2,14.8353,3396.59,0.110328,0.1
2138,5,BSDF Heavy,0,High,2,High,2,14.8654,3405.57,0.110216,0.1
2139,5,BSDF Heavy,0,High,2,High,2,14.9834,3429.74,0.110409,0.1
2140,5,BSDF Heavy,0,High,2,High,2,14.8659,3404.68,0.109772,0.1
2141,5,BSDF Heavy,0,High,2,High,2,14.8421,3400.09,0.109961,0.1
2142,5,BSDF Heavy,0,High,2,High,2,14.8573,3402.5,0.109909,0.1
2143,5,BSDF Heavy,0,High,2,High,2,14.7847,3384.32,0.110139,0.1
2144,5,BSDF Heavy,0,High,2,High,2,14.9599,3424.25,0.109782,0.1
2145,5,Balanced,1,High,2,Medium,1,14.9759,3427.16,0.110592,0.1
2146,4,BSDF Heavy,-1,Medium,1,High,2,8.74508,1999.52,0.0946933,0.1
2147,5,Balanced,1,High,2,Medium,1,15.0081,3434.97,0.110031,0.1
2148,4,BSDF Heavy,-1,Medium,1,High,2,8.65823,1979.56,0.094321,0.1
2149,5,Light Heavy,2,High,2,Low,0,14.8718,3401.64,0.11048,0.1
2150,3,BSDF Heavy,-2,Low,0,High,2,3.91349,904.416,0.0469155,0.1
2151,5,Light Heavy,2,High,2,Low,0,14.8945,3409.76,0.110394,0.1
2152,3,BSDF Heavy,-2,Low,0,High,2,3.94628,911.185,0.0472126,0.1
2153,5,BSDF Heavy,0,High,2,High,2,14.865,3404.78,0.110237,0.1
2154,5,BSDF Heavy,0,High,2,High,2,14.8429,3396.43,0.109961,0.1
2155,5,BSDF Heavy,0,High,2,High,2,14.9079,3412.16,0.110519,0.1
2156,5,BSDF Heavy,0,High,2,High,2,14.8975,3408.45,0.109932,0.1
2157,5,BSDF Heavy,0,High,2,High,2,14.9179,3415.21,0.10977,0.1
2158,5,BSDF Heavy,0,High,2,High,2,14.9265,3415.87,0.110297,0.1
2159,5,BSDF Heavy,0,High,2,High,2,14.9388,3417.08,0.110444,0.1
2160,5,BSDF Heavy,0,High,2,High,2,14.9198,3415.79,0.110247,0.1
2161,5,BSDF Heavy,0,High,2,High,2,14.9274,3418.29,0.109884,0.1
2162,5,BSDF Heavy,0,High,2,High,2,14.8031,3389.87,0.110208,0.1
2163,5,BSDF Heavy,0,High,2,High,2,14.898,3410.04,0.109803,0.1
2164,5,Balanced,1,High,2,Medium,1,14.9211,3415.57,0.110241,0.1
2165,4,BSDF Heavy,-1,Medium,1,High,2,8.67459,1985.44,0.0941281,0.1
2166,5,Light Heavy,2,High,2,Low,0,14.8352,3398.36,0.109516,0.1
2167,3,BSDF Heavy,-2,Low,0,High,2,3.98334,919.835,0.0473322,0.1
2168,5,Light Heavy,2,High,2,Low,0,14.9139,3414,0.109878,0.1
2169,3,BSDF Heavy,-2,Low,0,High,2,3.91176,903.348,0.0467978,0.1
2170,5,BSDF Heavy,0,High,2,High,2,14.861,3400.14,0.109909,0.1
2171,5,BSDF Heavy,0,High,2,High,2,14.808,3390.32,0.109807,0.1
2172,5,BSDF Heavy,0,High,2,High,2,14.8425,3398.81,0.110098,0.1
2173,5,BSDF Heavy,0,High,2,High,2,14.9101,3413.3,0.109986,0.1
2174,5,Light Heavy,2,High,2,Low,0,14.9147,3413.55,0.110312,0.1
2175,3,Balanced,-1,Low,0,Medium,1,3.96456,915.565,0.047309,0.1
2176,4,Balanced,0,Medium,1,Medium,1,8.65275,1978.87,0.0935012,0.1
2177,4,Balanced,0,Medium,1,Medium,1,8.58769,1964.72,0.0938985,0.1
2178,4,Balanced,0,Medium,1,Medium,1,8.65879,1980.77,0.0944232,0.1
2179,4,Balanced,0,Medium,1,Medium,1,8.65944,1981.03,0.0945486,0.1
2180,4,Balanced,0,Medium,1,Medium,1,8.69433,1986.5,0.0946605,0.1
2181,4,Balanced,0,Medium,1,Medium,1,8.76659,2007.07,0.094103,0.1
2182,4,Balanced,0,Medium,1,Medium,1,8.70326,1989.28,0.0949691,0.1
2183,4,Balanced,0,Medium,1,Medium,1,8.67875,1984.16,0.0942554,0.1
2184,4,Balanced,0,Medium,1,Medium,1,8.76844,2006.78,0.0942747,0.1
2185,4,Balanced,0,Medium,1,Medium,1,8.72878,1996.91,0.0942593,0.1
2186,4,Balanced,0,Medium,1,Medium,1,8.66042,1980.85,0.0943596,0.1
2187,4,Balanced,0,Medium,1,Medium,1,8.55199,1955.02,0.0939969,0.1
2188,4,Balanced,0,Medium,1,Medium,1,8.71674,1994.18,0.0943962,0.1
2189,4,Balanced,0,Medium,1,Medium,1,8.64464,1976.9,0.0940856,0.1
2190,4,Balanced,0,Medium,1,Medium,1,8.79565,2013.83,0.0944888,0.1
2191,4,Balanced,0,Medium,1,Medium,1,8.67858,1982.34,0.0951466,0.1
2192,4,Balanced,0,Medium,1,Medium,1,8.79368,2011.22,0.0948708,0.1
2193,4,Balanced,0,Medium,1,Medium,1,8.59341,1962.79,0.094483,0.1
2194,4,Balanced,0,Medium,1,Medium,1,8.71842,1995,0.0943576,0.1
2195,4,Balanced,0,Medium,1,Medium,1,8.68066,1988.44,0.0933989,0.1
2196,4,Balanced,0,Medium,1,Medium,1,8.70191,1991.75,0.0941782,0.1
2197,4,Balanced,0,Medium,1,Medium,1,8.86303,2027.31,0.0952488,0.1
2198,4,Balanced,0,Medium,1,Medium,1,8.78597,2011.46,0.0948515,0.1
2199,4,Balanced,0,Medium,1,Medium,1,8.67849,1986.04,0.0938889,0.1
2200,4,Balanced,0,Medium,1,Medium,1,8.67355,1983.21,0.0941204,0.1
2201,4,Balanced,0,Medium,1,Medium,1,8.72543,1996.29,0.0940394,0.1
2202,4,Balanced,0,Medium,1,Medium,1,8.72858,1999.02,0.0938542,0.1
2203,4,Balanced,0,Medium,1,Medium,1,8.71873,1995.56,0.0937693,0.1
2204,4,Balanced,0,Medium,1,Medium,1,8.66775,1984.33,0.0936497,0.1
2205,4,Balanced,0,Medium,1,Medium,1,8.70956,1992.83,0.0943345,0.1
2206,4,BSDF Heavy,-1,Medium,1,High,2,8.65418,1980.73,0.094157,0.1
2207,5,Balanced,1,High,2,Medium,1,14.7959,3387.18,0.110023,0.1
2208,4,BSDF Heavy,-1,Medium,1,High,2,8.73508,1999.37,0.0948746,0.1
2209,5,Balanced,1,High,2,Medium,1,14.7306,3373.09,0.109878,0.1
2210,4,BSDF Heavy,-1,Medium,1,High,2,8.68472,1988.08,0.0942284,0.1
2211,5,Balanced,1,High,2,Medium,1,14.8129,3390.6,0.110183,0.1
2212,4,BSDF Heavy,-1,Medium,1,High,2,8.71695,1993.2,0.0941763,0.1
2213,5,Balanced,1,High,2,Medium,1,14.958,3424.86,0.110064,0.1
2214,4,BSDF Heavy,-1,Medium,1,High,2,8.60271,1968.18,0.0939969,0.1
2215,5,Balanced,1,High,2,Medium,1,14.8762,3408.1,0.109983,0.1
2216,4,BSDF Heavy,-1,Medium,1,High,2,8.68129,1986.77,0.093995,0.1
2217,5,Balanced,1,High,2,Medium,1,14.9232,3417.77,0.110025,0.1
2218,4,BSDF Heavy,-1,Medium,1,High,2,8.72879,1997.12,0.0945409,0.1
2219,5,BSDF Heavy,0,High,2,High,2,14.9462,3419.91,0.110031,0.1
2220,5,BSDF Heavy,0,High,2,High,2,14.9124,3414.53,0.109952,0.1
