Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Luminance Bucket,Luminance Bucket Index,Bright Pixel Ratio Bucket,Bright Pixel Ratio Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
50,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24847,718.658,6.57878,0.0636118,0.199521
51,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26662,723.024,6.58482,0.063631,0.199521
52,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23081,714.516,6.573,0.0636064,0.199521
53,RL,78,BSDF Heavy,0,High,4,Medium-High,3,High,2,Medium,1,3.24968,719.912,6.58052,0.0634466,0.199521
54,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25943,720.52,6.58136,0.0639138,0.199521
55,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.28511,727.552,6.59106,0.0635734,0.199521
56,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.2622,721.893,6.58326,0.0633974,0.199441
57,RL,77,BSDF Heavy,0,High,4,Medium,2,High,2,Medium,1,3.25636,719.784,6.58034,0.063651,0.199441
58,RL,124,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27338,724.584,6.58698,0.0640475,0.199441
59,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24473,717.81,6.5776,0.0633935,0.199441
60,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23881,716.959,6.57641,0.0634973,0.199441
61,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23501,715.564,6.57447,0.0637493,0.199441
62,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27289,723.625,6.58565,0.0635956,0.199441
63,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.21387,710.588,6.5675,0.0635449,0.199441
64,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.23757,715.68,6.57463,0.0634051,0.199361
65,RL,77,BSDF Heavy,0,Low,0,Medium,2,Medium,1,Medium,1,3.25165,719.757,6.5803,0.0636079,0.199361
66,RL,75,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.24982,717.851,6.57765,0.0635349,0.199361
67,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.26438,721.72,6.58302,0.0636318,0.199361
68,RL,75,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.24116,718.047,6.57793,0.0636533,0.199361
69,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.2355,715.875,6.5749,0.0637286,0.199361
70,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.2648,723.047,6.58486,0.0636648,0.199361
71,RL,76,BSDF Heavy,0,Low,0,Low-Medium,1,Medium,1,Medium,1,3.25118,719.028,6.57929,0.0634635,0.199361
72,RL,78,BSDF Heavy,0,Medium-High,3,Medium-High,3,High,2,Medium,1,3.25465,720.04,6.58069,0.0638777,0.199281
73,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.27106,723.525,6.58552,0.0636733,0.199281
74,RL,77,BSDF Heavy,0,Medium-High,3,Medium,2,High,2,Medium,1,3.25437,719.609,6.5801,0.0635749,0.199281
75,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.29488,729.572,6.59383,0.063963,0.199281
76,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.27227,724.986,6.58753,0.0632552,0.199281
77,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.26888,723.22,6.58509,0.0638293,0.199281
78,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.25368,720.969,6.58198,0.0633021,0.199281
79,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.27147,723.693,6.58575,0.0635534,0.199281
80,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.23788,716.724,6.57609,0.0632229,0.199202
81,RL,77,BSDF Heavy,0,Low,0,Medium,2,Medium,1,Medium,1,3.25178,719.709,6.58024,0.0633566,0.199202
82,RL,78,BSDF Heavy,0,Low,0,Medium-High,3,Medium,1,Medium,1,3.25459,720.154,6.58085,0.0636717,0.199202
83,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.27468,724.9,6.58741,0.0634373,0.199202
84,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.27415,723.83,6.58594,0.0638246,0.199202
85,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.25939,721.186,6.58228,0.0638346,0.199202
86,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.253,720.521,6.58136,0.0633497,0.199202
87,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.2394,716.518,6.5758,0.0636855,0.199202
88,RL,75,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.25095,718.613,6.57871,0.0638246,0.199122
89,RL,75,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.24039,716.433,6.57568,0.0635011,0.199122
90,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.25498,720.581,6.58144,0.0635457,0.199122
91,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.27129,724.155,6.58639,0.0636955,0.199122
92,RL,60,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.22718,714.437,6.57289,0.0634412,0.199122
93,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.27049,722.768,6.58447,0.0638784,0.199122
94,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.25539,720.46,6.58128,0.0634758,0.199122
95,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.27607,723.799,6.58589,0.0638223,0.199122
96,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.23691,716.481,6.57575,0.0634097,0.199042
97,RL,75,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.25183,718.547,6.57862,0.0634996,0.199042
98,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.26282,720.98,6.582,0.0636348,0.199042
99,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.26131,721.086,6.58214,0.0637516,0.199042
100,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.25954,720.909,6.5819,0.063724,0.199042
101,RL,78,BSDF Heavy,0,Low,0,Medium-High,3,Medium,1,Medium,1,3.25323,720.034,6.58069,0.063475,0.199042
102,RL,124,BSDF Heavy,0,Low,0,High,4,Medium,1,Medium,1,3.27878,725.737,6.58856,0.0640752,0.199042
103,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Medium,1,3.2239,713.195,6.57116,0.0632744,0.199042
104,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25779,720.951,6.58196,0.0636049,0.198963
105,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26717,721.678,6.58296,0.0637739,0.198963
106,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24897,718.513,6.57858,0.0637132,0.198963
107,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27081,724.935,6.58746,0.0635795,0.198963
108,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27577,724.113,6.58633,0.0635211,0.198963
109,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24789,718.808,6.57898,0.0636348,0.198963
110,RL,124,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.2613,720.398,6.58119,0.0640544,0.198963
111,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23939,716.385,6.57561,0.0635964,0.198963
112,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26255,721.57,6.58281,0.0635933,0.198883
113,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25661,720.45,6.58126,0.0635119,0.198883
114,RL,124,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.28607,727.397,6.59085,0.0640951,0.198883
115,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24336,717.952,6.57779,0.0635296,0.198883
116,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24,717.271,6.57685,0.0633743,0.198883
117,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26003,721.565,6.58281,0.0633467,0.198883
118,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26475,722.646,6.5843,0.0635296,0.198883
119,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26902,722.916,6.58468,0.0638362,0.198883
120,RL,124,BSDF Heavy,0,High,4,High,4,High,2,High,2,3.25805,720.559,6.58141,0.0641266,0.198804
121,RL,79,BSDF Heavy,0,High,4,High,4,High,2,High,2,3.25954,720.775,6.58171,0.0638631,0.198804
122,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,High,2,3.23796,716.522,6.5758,0.0635242,0.198804
123,RL,79,BSDF Heavy,0,High,4,High,4,High,2,High,2,3.2636,722.482,6.58408,0.0637816,0.198804
124,RL,79,BSDF Heavy,0,High,4,High,4,High,2,High,2,3.25588,720.47,6.58129,0.06383,0.198804
125,RL,76,BSDF Heavy,0,High,4,Low-Medium,1,High,2,High,2,3.24904,718.989,6.57924,0.0635826,0.198804
126,RL,79,BSDF Heavy,0,High,4,High,4,High,2,High,2,3.28569,728.383,6.5922,0.0633467,0.198804
127,RL,79,BSDF Heavy,0,High,4,High,4,High,2,High,2,3.25824,721.317,6.58246,0.0636225,0.198804
128,RL,75,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.24798,718.432,6.57846,0.0634466,0.198724
129,RL,75,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.24813,718.131,6.57804,0.0639491,0.198724
130,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.25334,720.266,6.58101,0.0638853,0.198724
131,RL,60,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.23731,715.789,6.57478,0.0636679,0.198724
132,RL,75,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.24255,716.868,6.57629,0.0637486,0.198724
133,RL,75,BSDF Heavy,0,Low,0,Low,0,High,2,Medium,1,3.2489,718.76,6.57892,0.0635342,0.198724
134,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.26128,721.319,6.58247,0.0637555,0.198724
135,RL,79,BSDF Heavy,0,Low,0,High,4,High,2,Medium,1,3.26344,722.558,6.58418,0.063578,0.198724
136,RL,76,Balanced,0,Low-Medium,1,Low-Medium,1,High,2,Medium,1,3.24803,719.187,6.57951,0.0631469,0.198645
137,RL,60,Balanced,0,Low-Medium,1,Low,0,High,2,Medium,1,3.23706,717.243,6.57681,0.0628226,0.198645
138,RL,77,Balanced,0,Low-Medium,1,Medium,2,High,2,Medium,1,3.2477,719.57,6.58004,0.0630308,0.198645
139,RL,77,Balanced,0,Low-Medium,1,Medium,2,High,2,Medium,1,3.24378,719.485,6.57992,0.0624583,0.198645
140,RL,60,Balanced,0,Low-Medium,1,Low,0,High,2,Medium,1,3.23369,716.307,6.5755,0.0626758,0.198645
141,RL,60,Balanced,0,Low-Medium,1,Low,0,High,2,Medium,1,3.22488,715.324,6.57413,0.0626896,0.198645
142,RL,79,Balanced,0,Low-Medium,1,High,4,High,2,Medium,1,3.25181,720.518,6.58136,0.0629209,0.198645
143,RL,60,Balanced,0,Low-Medium,1,Low,0,High,2,Medium,1,3.23613,716.469,6.57573,0.0625344,0.198645
144,RL,78,BSDF Heavy,0,Medium-High,3,Medium-High,3,High,2,Medium,1,3.24918,720.036,6.58069,0.0628425,0.198565
145,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.25502,720.767,6.5817,0.0632491,0.198565
146,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.26003,721.934,6.58332,0.0634273,0.198565
147,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.26016,721.116,6.58219,0.0638492,0.198565
148,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.25997,721.6,6.58286,0.0638546,0.198565
149,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.27442,724.321,6.58661,0.0636049,0.198565
150,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.26885,723.039,6.58485,0.0636894,0.198565
151,RL,79,BSDF Heavy,0,Medium-High,3,High,4,High,2,Medium,1,3.27226,723.102,6.58493,0.0639591,0.198565
152,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.2584,721.016,6.58205,0.0634658,0.198486
153,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23035,714.27,6.57266,0.0633082,0.198486
154,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26912,723.191,6.58505,0.0635649,0.198486
155,RL,77,BSDF Heavy,0,High,4,Medium,2,High,2,Medium,1,3.25647,719.41,6.57982,0.0638615,0.198486
156,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26585,723.397,6.58534,0.0638123,0.198486
157,RL,77,BSDF Heavy,0,High,4,Medium,2,High,2,Medium,1,3.25083,719.788,6.58035,0.0633374,0.198486
158,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27598,725.192,6.58781,0.0638462,0.198486
159,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25549,720.295,6.58105,0.0635057,0.198486
160,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26267,721.885,6.58325,0.0637171,0.198406
161,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26422,723.192,6.58506,0.0636702,0.198406
162,RL,77,BSDF Heavy,0,High,4,Medium,2,High,2,Medium,1,3.2521,719.738,6.58028,0.0634158,0.198406
163,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27625,725.398,6.5881,0.0639414,0.198406
164,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26599,722.046,6.58347,0.0638869,0.198406
165,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.22378,714.043,6.57234,0.0631092,0.198406
166,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27632,725.521,6.58827,0.0635634,0.198406
167,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24085,717.791,6.57757,0.0634535,0.198406
168,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.28248,726.764,6.58998,0.0638615,0.198327
169,RL,76,BSDF Heavy,0,High,4,Low-Medium,1,High,2,Medium,1,3.24572,719.015,6.57927,0.0632637,0.198327
170,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26302,722.37,6.58392,0.0634973,0.198327
171,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24501,717.942,6.57778,0.0635288,0.198327
172,RL,77,BSDF Heavy,0,High,4,Medium,2,High,2,Medium,1,3.249,719.51,6.57996,0.0634635,0.198327
173,RL,76,BSDF Heavy,0,High,4,Low-Medium,1,High,2,Medium,1,3.24754,719.11,6.5794,0.0634335,0.198327
174,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27155,723.49,6.58547,0.0637109,0.198327
175,RL,78,BSDF Heavy,0,High,4,Medium-High,3,High,2,Medium,1,3.25267,720.201,6.58092,0.0634696,0.198327
176,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25873,721.683,6.58297,0.0638262,0.198248
177,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27721,726.064,6.58902,0.0636387,0.198248
178,RL,77,BSDF Heavy,0,High,4,Medium,2,High,2,Medium,1,3.25174,719.656,6.58016,0.0635372,0.198248
179,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24394,717.977,6.57783,0.0632982,0.198248
180,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.28236,726.304,6.58934,0.0638554,0.198248
181,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27039,723.708,6.58577,0.0638024,0.198248
182,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26652,722.947,6.58472,0.0635134,0.198248
183,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27376,725.709,6.58853,0.0634281,0.198248
184,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27116,723.324,6.58524,0.063571,0.198168
185,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26082,722.1,6.58355,0.0632821,0.198168
186,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25629,721.426,6.58262,0.0637478,0.198168
187,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23598,717.493,6.57716,0.0632821,0.198168
188,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25378,721.076,6.58213,0.0631353,0.198168
189,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26687,723.093,6.58492,0.0637524,0.198168
190,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.27978,725.426,6.58814,0.0633997,0.198168
191,RL,75,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.24738,718.416,6.57844,0.0634888,0.198168
192,RL,79,Light Heavy,0,High,4,High,4,High,2,Medium,1,3.26929,722.786,6.5845,0.0637708,0.198089
193,RL,15,Light Heavy,0,High,4,Low,0,High,2,Medium,1,3.23044,716.921,6.57636,0.0574625,0.198089
194,RL,30,Light Heavy,0,High,4,Low,0,High,2,Medium,1,3.24059,718.692,6.57882,0.0575086,0.198089
195,RL,34,Light Heavy,0,High,4,High,4,High,2,Medium,1,3.25549,724.056,6.58625,0.0576216,0.198089
196,RL,34,Light Heavy,0,High,4,High,4,High,2,Medium,1,3.27152,725.465,6.58819,0.0577115,0.198089
197,RL,15,Light Heavy,0,High,4,Low,0,High,2,Medium,1,3.22969,717.322,6.57692,0.0577361,0.198089
198,RL,34,Light Heavy,0,High,4,High,4,High,2,Medium,1,3.26922,725.265,6.58791,0.0577223,0.198089
199,RL,34,Light Heavy,0,High,4,High,4,High,2,Medium,1,3.25766,723.531,6.58552,0.0575409,0.198089
200,RL,34,Light Heavy,0,High,4,High,4,High,2,Low,0,3.2463,721.157,6.58224,0.057295,0.19801
201,RL,34,Light Heavy,0,High,4,High,4,High,2,Low,0,3.24202,720.34,6.58111,0.0575071,0.19801
202,RL,34,Light Heavy,0,High,4,High,4,High,2,Low,0,3.2634,724.93,6.58745,0.0577561,0.19801
203,RL,15,Light Heavy,0,High,4,Low,0,High,2,Low,0,3.23291,718.211,6.57816,0.0573772,0.19801
204,RL,34,Light Heavy,0,High,4,High,4,High,2,Low,0,3.24509,721.163,6.58225,0.0575594,0.19801
205,RL,15,Light Heavy,0,High,4,Low,0,High,2,Low,0,3.21684,714.057,6.57236,0.0576262,0.19801
206,RL,34,Light Heavy,0,High,4,High,4,High,2,Low,0,3.26467,724.565,6.58695,0.0578437,0.19801
207,RL,34,Light Heavy,0,High,4,High,4,High,2,Low,0,3.25473,723.04,6.58485,0.0577576,0.19801
208,RL,15,BSDF Heavy,0,Low,0,Low,0,Medium,1,Low,0,3.23301,718.011,6.57788,0.0575302,0.197931
209,RL,78,BSDF Heavy,0,Low,0,Medium-High,3,Medium,1,Low,0,3.26205,720.062,6.58073,0.0639238,0.197931
210,RL,75,BSDF Heavy,0,Low,0,Low,0,Medium,1,Low,0,3.24509,717.782,6.57756,0.063651,0.197931
211,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Low,0,3.26887,723.005,6.5848,0.0639023,0.197931
212,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Low,0,3.23994,716.374,6.5756,0.0636456,0.197931
213,RL,79,BSDF Heavy,0,Low,0,High,4,Medium,1,Low,0,3.25535,720.484,6.58131,0.0634189,0.197931
214,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Low,0,3.23762,715.352,6.57417,0.0631722,0.197931
215,RL,60,BSDF Heavy,0,Low,0,Low,0,Medium,1,Low,0,3.2363,715.977,6.57504,0.0633121,0.197931
216,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.26326,722.648,6.58431,0.0636195,0.197852
217,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.29002,728.277,6.59205,0.0636441,0.197852
218,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23888,716.186,6.57534,0.0637493,0.197852
219,RL,60,BSDF Heavy,0,High,4,Low,0,High,2,Medium,1,3.23569,716.397,6.57563,0.0630546,0.197852
220,RL,79,BSDF Heavy,0,High,4,High,4,High,2,Medium,1,3.25928,721.928,6.58331,0.0639422,0.197852
