Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
46,RL,0,Light Heavy,0,Low,0,Low,0,3.88939,896.999,6.80017,0.0466107,0.0497705
47,RL,0,Light Heavy,0,Low,0,Low,0,3.90489,900.793,6.80438,0.0469097,0.0497656
48,RL,0,Light Heavy,0,Low,0,Low,0,3.97221,918.09,6.82338,0.0469907,0.0497606
49,RL,0,Light Heavy,0,Low,0,Low,0,3.94374,910.058,6.81461,0.0471316,0.0497556
50,RL,0,Light Heavy,0,Low,0,Low,0,3.94318,909.278,6.81375,0.0473399,0.0497506
51,RL,0,Light Heavy,0,Low,0,Low,0,4.04501,936.34,6.84305,0.0472145,0.0497456
52,RL,0,Light Heavy,0,Low,0,Low,0,3.94512,911.197,6.81586,0.0472608,0.0497407
53,RL,0,Light Heavy,0,Low,0,Low,0,3.9991,924.961,6.83083,0.0469232,0.0497357
54,RL,0,Light Heavy,0,Low,0,Low,0,3.94804,910.981,6.81562,0.0471894,0.0497307
55,RL,0,Light Heavy,0,Low,0,Low,0,3.93732,908.819,6.81325,0.0474691,0.0497258
56,RL,0,Light Heavy,0,Low,0,Low,0,3.95954,914.833,6.81983,0.0472917,0.0497208
57,RL,0,Balanced,-0.693147,Low,0,Medium,1,3.97025,915.892,6.82099,0.0474151,0.0497158
58,RL,1,Light Heavy,0.693147,Medium,1,Low,0,8.72817,1996.51,7.59966,0.0943576,0.0497108
59,RL,0,Light Heavy,0,Low,0,Low,0,4.04339,934.837,6.84144,0.0478164,0.0497059
60,RL,0,Balanced,-0.693147,Low,0,Medium,1,3.93955,909.367,6.81385,0.0471991,0.0497009
61,RL,1,Balanced,0,Medium,1,Medium,1,8.68848,1988.66,7.59572,0.0938272,0.0496959
62,RL,1,Light Heavy,0.693147,Medium,1,Low,0,8.70915,1991.18,7.59699,0.0948206,0.049691
63,RL,0,Light Heavy,0,Low,0,Low,0,3.97637,918.738,6.82409,0.0472087,0.049686
64,RL,0,BSDF Heavy,-1,Low,0,High,2,3.94758,911.646,6.81635,0.0470332,0.049681
65,RL,2,BSDF Heavy,0,High,2,High,2,14.8439,3398.19,8.13129,0.109927,0.0496761
66,RL,2,BSDF Heavy,0,High,2,High,2,14.9478,3424.04,8.13887,0.110324,0.0496711
67,RL,2,BSDF Heavy,0,High,2,High,2,14.9384,3420.48,8.13783,0.109672,0.0496661
68,RL,2,BSDF Heavy,0,High,2,High,2,14.9662,3429.03,8.14032,0.109687,0.0496612
69,RL,2,BSDF Heavy,0,High,2,High,2,14.887,3404.97,8.13329,0.109969,0.0496562
70,RL,2,BSDF Heavy,0,High,2,High,2,14.9167,3413.95,8.13592,0.110195,0.0496512
71,RL,2,BSDF Heavy,0,High,2,High,2,14.7563,3378.34,8.12544,0.10935,0.0496463
72,RL,2,BSDF Heavy,0,High,2,High,2,14.8737,3403.89,8.13297,0.109867,0.0496413
73,RL,2,BSDF Heavy,0,High,2,High,2,14.8536,3399.8,8.13177,0.110264,0.0496363
74,RL,2,BSDF Heavy,0,High,2,High,2,14.8871,3407.7,8.13409,0.109973,0.0496314
75,RL,2,BSDF Heavy,0,High,2,High,2,14.9742,3427.97,8.14002,0.110131,0.0496264
76,RL,2,BSDF Heavy,0,High,2,High,2,14.8593,3402.15,8.13246,0.109859,0.0496214
77,RL,2,BSDF Heavy,0,High,2,High,2,14.8146,3390.87,8.12914,0.10973,0.0496165
78,RL,2,BSDF Heavy,0,High,2,High,2,14.8636,3402.21,8.13247,0.109556,0.0496115
79,RL,2,BSDF Heavy,0,High,2,High,2,14.7429,3375.33,8.12455,0.109848,0.0496066
80,RL,2,BSDF Heavy,0,High,2,High,2,15.0957,3453.85,8.14754,0.110556,0.0496016
81,RL,2,BSDF Heavy,0,High,2,High,2,14.913,3414.53,8.13609,0.109996,0.0495966
82,RL,2,BSDF Heavy,0,High,2,High,2,14.856,3401.5,8.13227,0.110174,0.0495917
83,RL,2,BSDF Heavy,0,High,2,High,2,14.9891,3432.23,8.14126,0.110185,0.0495867
84,RL,2,BSDF Heavy,0,High,2,High,2,14.9249,3416.56,8.13668,0.110312,0.0495818
85,RL,2,BSDF Heavy,0,High,2,High,2,14.8548,3403.46,8.13284,0.109718,0.0495768
86,RL,2,BSDF Heavy,0,High,2,High,2,14.8081,3388.48,8.12843,0.109718,0.0495718
87,RL,2,BSDF Heavy,0,High,2,High,2,14.8252,3393.15,8.12981,0.1099,0.0495669
88,RL,2,BSDF Heavy,0,High,2,High,2,14.7955,3388.55,8.12845,0.109593,0.0495619
89,RL,2,BSDF Heavy,0,High,2,High,2,14.9617,3422.86,8.13852,0.110664,0.049557
90,RL,2,BSDF Heavy,0,High,2,High,2,14.8106,3389.02,8.12859,0.110019,0.049552
91,RL,2,BSDF Heavy,0,High,2,High,2,14.8913,3407.01,8.13388,0.109799,0.0495471
92,RL,2,BSDF Heavy,0,High,2,High,2,14.8937,3407.91,8.13415,0.110338,0.0495421
93,RL,2,BSDF Heavy,0,High,2,High,2,14.8202,3396.23,8.13072,0.109383,0.0495372
94,RL,2,BSDF Heavy,0,High,2,High,2,14.8549,3403.07,8.13273,0.109502,0.0495322
95,RL,2,BSDF Heavy,0,High,2,High,2,14.814,3392,8.12947,0.110066,0.0495273
96,RL,2,BSDF Heavy,0,High,2,High,2,14.8966,3410.13,8.1348,0.110311,0.0495223
97,RL,2,BSDF Heavy,0,High,2,High,2,14.8681,3404.97,8.13328,0.109925,0.0495173
98,RL,2,BSDF Heavy,0,High,2,High,2,14.8069,3389.14,8.12863,0.109753,0.0495124
99,RL,2,BSDF Heavy,0,High,2,High,2,14.859,3401.57,8.13229,0.109828,0.0495074
100,RL,2,BSDF Heavy,0,High,2,High,2,14.836,3396.35,8.13075,0.110075,0.0495025
101,RL,2,BSDF Heavy,0,High,2,High,2,14.7852,3385.82,8.12765,0.109641,0.0494975
102,RL,2,BSDF Heavy,0,High,2,High,2,14.9181,3415.64,8.13641,0.109954,0.0494926
103,RL,2,BSDF Heavy,0,High,2,High,2,14.9276,3415.78,8.13645,0.110096,0.0494876
104,RL,2,BSDF Heavy,0,High,2,High,2,14.9043,3414.19,8.13599,0.110272,0.0494827
105,RL,2,BSDF Heavy,0,High,2,High,2,14.8631,3403.56,8.13287,0.109796,0.0494777
106,RL,2,BSDF Heavy,0,High,2,High,2,14.8867,3406.93,8.13386,0.110174,0.0494728
107,RL,2,BSDF Heavy,0,High,2,High,2,14.8091,3392.09,8.1295,0.109039,0.0494679
108,RL,2,BSDF Heavy,0,High,2,High,2,14.8429,3398.91,8.1315,0.109687,0.0494629
109,RL,2,BSDF Heavy,0,High,2,High,2,14.8094,3392.27,8.12955,0.109659,0.049458
110,RL,2,BSDF Heavy,0,High,2,High,2,14.8,3388.82,8.12853,0.109994,0.049453
111,RL,2,BSDF Heavy,0,High,2,High,2,14.8252,3390.79,8.12911,0.109905,0.0494481
112,RL,2,BSDF Heavy,0,High,2,High,2,14.8681,3405.76,8.13352,0.109493,0.0494431
113,RL,2,BSDF Heavy,0,High,2,High,2,14.9764,3429.94,8.14059,0.109884,0.0494382
114,RL,2,BSDF Heavy,0,High,2,High,2,14.852,3398.68,8.13144,0.109898,0.0494332
115,RL,2,BSDF Heavy,0,High,2,High,2,14.8807,3408,8.13417,0.109973,0.0494283
116,RL,2,BSDF Heavy,0,High,2,High,2,14.9506,3423.77,8.13879,0.110154,0.0494234
117,RL,2,BSDF Heavy,0,High,2,High,2,14.9302,3417.87,8.13706,0.110118,0.0494184
118,RL,2,BSDF Heavy,0,High,2,High,2,14.9774,3428.11,8.14006,0.110785,0.0494135
119,RL,2,BSDF Heavy,0,High,2,High,2,14.8368,3397.9,8.13121,0.109574,0.0494085
120,RL,2,BSDF Heavy,0,High,2,High,2,14.776,3385.75,8.12763,0.109271,0.0494036
121,RL,2,BSDF Heavy,0,High,2,High,2,14.8927,3410.14,8.1348,0.110039,0.0493986
122,RL,2,BSDF Heavy,0,High,2,High,2,14.8022,3389.57,8.12875,0.109682,0.0493937
123,RL,2,BSDF Heavy,0,High,2,High,2,14.9096,3412.88,8.1356,0.110106,0.0493888
124,RL,2,BSDF Heavy,0,High,2,High,2,14.8026,3390.22,8.12895,0.109558,0.0493838
125,RL,2,Balanced,0.405465,High,2,Medium,1,14.7536,3378.88,8.12559,0.10913,0.0493789
126,RL,1,BSDF Heavy,-0.405465,Medium,1,High,2,8.74556,1998.96,7.60088,0.0952199,0.049374
127,RL,2,BSDF Heavy,0,High,2,High,2,14.9154,3412.7,8.13555,0.109522,0.049369
128,RL,2,BSDF Heavy,0,High,2,High,2,15.0797,3450.07,8.14644,0.110644,0.0493641
129,RL,2,BSDF Heavy,0,High,2,High,2,14.8888,3407.41,8.134,0.110241,0.0493591
130,RL,2,BSDF Heavy,0,High,2,High,2,14.7292,3373.23,8.12392,0.109142,0.0493542
131,RL,2,BSDF Heavy,0,High,2,High,2,14.9394,3417.31,8.1369,0.110309,0.0493493
132,RL,2,BSDF Heavy,0,High,2,High,2,14.9316,3417.71,8.13702,0.10988,0.0493443
133,RL,2,BSDF Heavy,0,High,2,High,2,14.7899,3384.31,8.1272,0.110081,0.0493394
134,RL,2,BSDF Heavy,0,High,2,High,2,14.8546,3400.14,8.13186,0.109875,0.0493345
135,RL,2,BSDF Heavy,0,High,2,High,2,14.881,3407.28,8.13396,0.110193,0.0493295
136,RL,2,BSDF Heavy,0,High,2,High,2,14.8829,3407.32,8.13398,0.10977,0.0493246
137,RL,2,BSDF Heavy,0,High,2,High,2,14.8445,3401.05,8.13213,0.109323,0.0493197
138,RL,2,BSDF Heavy,0,High,2,High,2,14.9535,3424.61,8.13903,0.109568,0.0493147
139,RL,2,BSDF Heavy,0,High,2,High,2,14.8894,3409.08,8.13449,0.1094,0.0493098
140,RL,2,BSDF Heavy,0,High,2,High,2,14.759,3379.71,8.12584,0.109348,0.0493049
141,RL,2,BSDF Heavy,0,High,2,High,2,14.7725,3384.68,8.12731,0.108935,0.0492999
142,RL,2,BSDF Heavy,0,High,2,High,2,14.8579,3402.79,8.13264,0.109171,0.049295
143,RL,2,BSDF Heavy,0,High,2,High,2,15.0208,3437.96,8.14293,0.110328,0.0492901
144,RL,2,BSDF Heavy,0,High,2,High,2,14.976,3428.17,8.14007,0.110264,0.0492852
145,RL,2,BSDF Heavy,0,High,2,High,2,14.8089,3389.26,8.12866,0.109896,0.0492802
146,RL,2,BSDF Heavy,0,High,2,High,2,14.9449,3421.35,8.13808,0.10972,0.0492753
147,RL,2,BSDF Heavy,0,High,2,High,2,14.8387,3399.38,8.13164,0.109186,0.0492704
148,RL,2,BSDF Heavy,0,High,2,High,2,14.855,3402.3,8.1325,0.110098,0.0492655
149,RL,2,BSDF Heavy,0,High,2,High,2,14.8474,3401.46,8.13225,0.109639,0.0492605
150,RL,2,BSDF Heavy,0,High,2,High,2,14.792,3389.04,8.1286,0.109182,0.0492556
151,RL,2,Light Heavy,1,High,2,Low,0,14.8092,3390.53,8.12904,0.109992,0.0492507
152,RL,0,BSDF Heavy,-1,Low,0,High,2,3.88545,895.629,6.79864,0.0467361,0.0492457
153,RL,2,Light Heavy,1,High,2,Low,0,14.9587,3424.71,8.13906,0.110527,0.0492408
154,RL,0,BSDF Heavy,-1,Low,0,High,2,3.94412,911.172,6.81583,0.0469483,0.0492359
155,RL,2,Balanced,0.405465,High,2,Medium,1,14.9347,3415.99,8.13651,0.110679,0.049231
156,RL,1,BSDF Heavy,-0.405465,Medium,1,High,2,8.66909,1982.49,7.59261,0.0941995,0.0492261
157,RL,2,Light Heavy,1,High,2,Low,0,14.8395,3396.67,8.13084,0.109554,0.0492211
158,RL,0,BSDF Heavy,-1,Low,0,High,2,3.95776,914.88,6.81989,0.0468692,0.0492162
159,RL,2,BSDF Heavy,0,High,2,High,2,14.9241,3418.97,8.13739,0.109832,0.0492113
160,RL,2,BSDF Heavy,0,High,2,High,2,14.9047,3414.35,8.13604,0.109672,0.0492064
161,RL,2,BSDF Heavy,0,High,2,High,2,14.8214,3395.91,8.13062,0.109226,0.0492014
162,RL,2,BSDF Heavy,0,High,2,High,2,14.8289,3397.61,8.13112,0.109612,0.0491965
163,RL,2,BSDF Heavy,0,High,2,High,2,14.9651,3426.57,8.13961,0.110492,0.0491916
164,RL,2,BSDF Heavy,0,High,2,High,2,14.8936,3408.05,8.13419,0.109919,0.0491867
165,RL,2,BSDF Heavy,0,High,2,High,2,14.8415,3400.59,8.132,0.109597,0.0491818
166,RL,2,BSDF Heavy,0,High,2,High,2,14.8448,3399.21,8.13159,0.109284,0.0491769
167,RL,2,BSDF Heavy,0,High,2,High,2,14.9503,3421.65,8.13817,0.110326,0.0491719
168,RL,2,BSDF Heavy,0,High,2,High,2,14.8493,3400.83,8.13207,0.10979,0.049167
169,RL,2,BSDF Heavy,0,High,2,High,2,14.8522,3399.86,8.13179,0.109784,0.0491621
170,RL,2,BSDF Heavy,0,High,2,High,2,14.8751,3405.01,8.1333,0.109859,0.0491572
171,RL,2,BSDF Heavy,0,High,2,High,2,14.9055,3413.55,8.1358,0.109782,0.0491523
172,RL,2,BSDF Heavy,0,High,2,High,2,14.9152,3413.27,8.13572,0.110453,0.0491474
173,RL,2,BSDF Heavy,0,High,2,High,2,14.8085,3391.25,8.12925,0.109352,0.0491424
174,RL,2,BSDF Heavy,0,High,2,High,2,14.8966,3407.58,8.13405,0.110282,0.0491375
175,RL,2,BSDF Heavy,0,High,2,High,2,14.7746,3381.13,8.12626,0.109408,0.0491326
176,RL,2,Balanced,0.405465,High,2,Medium,1,14.7944,3383.91,8.12708,0.109759,0.0491277
177,RL,1,BSDF Heavy,-0.405465,Medium,1,High,2,8.62216,1971.9,7.58726,0.0937693,0.0491228
178,RL,2,Light Heavy,1,High,2,Low,0,14.8844,3410.36,8.13487,0.109794,0.0491179
179,RL,0,BSDF Heavy,-1,Low,0,High,2,3.92492,905.098,6.80915,0.0474556,0.049113
180,RL,2,Light Heavy,1,High,2,Low,0,14.9436,3419.66,8.13759,0.110858,0.0491081
181,RL,0,BSDF Heavy,-1,Low,0,High,2,3.97712,918.202,6.82351,0.0472087,0.0491031
182,RL,2,Light Heavy,1,High,2,Low,0,14.8133,3390.2,8.12894,0.110066,0.0490982
183,RL,0,BSDF Heavy,-1,Low,0,High,2,3.99884,924.397,6.83022,0.0477083,0.0490933
184,RL,2,Balanced,0.405465,High,2,Medium,1,14.8247,3394.22,8.13012,0.110191,0.0490884
185,RL,1,BSDF Heavy,-0.405465,Medium,1,High,2,8.69385,1989.14,7.59596,0.0943229,0.0490835
186,RL,2,Light Heavy,1,High,2,Low,0,14.7995,3388.06,8.12831,0.109504,0.0490786
187,RL,0,BSDF Heavy,-1,Low,0,High,2,3.89995,901.446,6.80511,0.0466898,0.0490737
188,RL,2,BSDF Heavy,0,High,2,High,2,14.7729,3383.52,8.12697,0.109309,0.0490688
189,RL,2,BSDF Heavy,0,High,2,High,2,14.92,3414.07,8.13595,0.110324,0.0490639
190,RL,2,BSDF Heavy,0,High,2,High,2,14.924,3418.11,8.13713,0.110023,0.049059
191,RL,2,BSDF Heavy,0,High,2,High,2,14.9743,3426.37,8.13955,0.110556,0.0490541
192,RL,2,BSDF Heavy,0,High,2,High,2,14.9084,3411.36,8.13516,0.110201,0.0490492
193,RL,2,BSDF Heavy,0,High,2,High,2,14.9252,3416.7,8.13672,0.110496,0.0490443
194,RL,2,BSDF Heavy,0,High,2,High,2,14.9219,3419.11,8.13743,0.110071,0.0490393
195,RL,2,BSDF Heavy,0,High,2,High,2,14.8731,3403.52,8.13286,0.110185,0.0490344
196,RL,2,BSDF Heavy,0,High,2,High,2,14.7826,3383.94,8.12709,0.109799,0.0490295
197,RL,2,BSDF Heavy,0,High,2,High,2,14.9768,3429.06,8.14033,0.110106,0.0490246
198,RL,2,BSDF Heavy,0,High,2,High,2,14.8744,3405.8,8.13353,0.109973,0.0490197
199,RL,2,BSDF Heavy,0,High,2,High,2,14.8635,3400.35,8.13193,0.109913,0.0490148
200,RL,2,BSDF Heavy,0,High,2,High,2,14.8238,3397.38,8.13105,0.109441,0.0490099
201,RL,2,BSDF Heavy,0,High,2,High,2,14.7972,3391.8,8.12941,0.109115,0.049005
202,RL,2,BSDF Heavy,0,High,2,High,2,14.9391,3418.74,8.13732,0.110644,0.0490001
203,RL,2,BSDF Heavy,0,High,2,High,2,14.7494,3376.85,8.125,0.109481,0.0489952
204,RL,2,BSDF Heavy,0,High,2,High,2,14.96,3423.35,8.13867,0.11032,0.0489903
205,RL,2,BSDF Heavy,0,High,2,High,2,14.747,3377.47,8.12518,0.109107,0.0489854
206,RL,2,BSDF Heavy,0,High,2,High,2,14.8695,3402.31,8.1325,0.110424,0.0489805
207,RL,2,BSDF Heavy,0,High,2,High,2,14.9471,3423.81,8.1388,0.110108,0.0489756
208,RL,2,BSDF Heavy,0,High,2,High,2,14.8653,3404.32,8.13309,0.109659,0.0489707
209,RL,2,BSDF Heavy,0,High,2,High,2,14.875,3406.13,8.13362,0.10999,0.0489658
210,RL,2,BSDF Heavy,0,High,2,High,2,14.9919,3429.4,8.14043,0.110639,0.048961
211,RL,2,BSDF Heavy,0,High,2,High,2,14.8702,3406.88,8.13384,0.109851,0.0489561
212,RL,2,BSDF Heavy,0,High,2,High,2,15.0117,3434.83,8.14201,0.110592,0.0489512
213,RL,2,Balanced,0.405465,High,2,Medium,1,14.9852,3429.58,8.14048,0.11034,0.0489463
214,RL,1,BSDF Heavy,-0.405465,Medium,1,High,2,8.62277,1971.21,7.58691,0.0940336,0.0489414
215,RL,2,Light Heavy,1,High,2,Low,0,14.9238,3416.58,8.13669,0.10978,0.0489365
216,RL,0,BSDF Heavy,-1,Low,0,High,2,3.91922,904.062,6.808,0.047365,0.0489316
217,RL,2,Balanced,0.405465,High,2,Medium,1,14.8293,3396.78,8.13088,0.10963,0.0489267
218,RL,1,BSDF Heavy,-0.405465,Medium,1,High,2,8.68161,1986.4,7.59458,0.0941184,0.0489218
219,RL,2,Light Heavy,1,High,2,Low,0,14.8882,3406.3,8.13368,0.110432,0.0489169
220,RL,0,BSDF Heavy,-1,Low,0,High,2,3.90967,901.6,6.80528,0.0471026,0.048912
221,RL,2,BSDF Heavy,0,High,2,High,2,14.8455,3401.51,8.13227,0.109479,0.0489071
222,RL,2,BSDF Heavy,0,High,2,High,2,14.876,3405.93,8.13357,0.110023,0.0489022
223,RL,2,BSDF Heavy,0,High,2,High,2,14.7959,3387.32,8.12809,0.109807,0.0488973
224,RL,2,BSDF Heavy,0,High,2,High,2,14.7749,3383.73,8.12703,0.109122,0.0488924
225,RL,2,BSDF Heavy,0,High,2,High,2,14.8802,3408.71,8.13438,0.109905,0.0488876
226,RL,2,BSDF Heavy,0,High,2,High,2,14.852,3401.67,8.13232,0.109747,0.0488827
227,RL,2,BSDF Heavy,0,High,2,High,2,14.9067,3410.03,8.13477,0.110532,0.0488778
228,RL,2,BSDF Heavy,0,High,2,High,2,14.8922,3410.28,8.13484,0.109801,0.0488729
229,RL,2,BSDF Heavy,0,High,2,High,2,14.9129,3415.06,8.13624,0.11001,0.048868
230,RL,2,BSDF Heavy,0,High,2,High,2,14.8842,3407.9,8.13414,0.10973,0.0488631
231,RL,2,BSDF Heavy,0,High,2,High,2,15.0264,3439.64,8.14341,0.110367,0.0488582
232,RL,2,BSDF Heavy,0,High,2,High,2,14.8016,3390.17,8.12893,0.110008,0.0488534
233,RL,2,BSDF Heavy,0,High,2,High,2,14.8819,3407.85,8.13413,0.110187,0.0488485
234,RL,2,BSDF Heavy,0,High,2,High,2,14.8363,3396.74,8.13087,0.109813,0.0488436
235,RL,2,BSDF Heavy,0,High,2,High,2,14.9361,3420.65,8.13788,0.10956,0.0488387
236,RL,2,BSDF Heavy,0,High,2,High,2,14.8208,3394.01,8.13006,0.109599,0.0488338
237,RL,2,BSDF Heavy,0,High,2,High,2,14.8903,3407.66,8.13408,0.11006,0.0488289
238,RL,2,BSDF Heavy,0,High,2,High,2,14.9734,3426.03,8.13945,0.110204,0.048824
239,RL,2,BSDF Heavy,0,High,2,High,2,14.9582,3426.32,8.13953,0.109873,0.0488192
240,RL,2,BSDF Heavy,0,High,2,High,2,14.7695,3379.68,8.12583,0.10963,0.0488143
241,RL,2,BSDF Heavy,0,High,2,High,2,14.8179,3393.53,8.12992,0.109859,0.0488094
242,RL,2,BSDF Heavy,0,High,2,High,2,14.972,3428.21,8.14009,0.110494,0.0488045
243,RL,2,BSDF Heavy,0,High,2,High,2,14.9208,3415.09,8.13625,0.110095,0.0487996
244,RL,2,BSDF Heavy,0,High,2,High,2,14.8342,3395.89,8.13062,0.10983,0.0487948
245,RL,2,BSDF Heavy,0,High,2,High,2,14.8412,3400.75,8.13204,0.109192,0.0487899
246,RL,2,BSDF Heavy,0,High,2,High,2,14.8529,3404.43,8.13313,0.109774,0.048785
247,RL,2,BSDF Heavy,0,High,2,High,2,14.9298,3418.25,8.13718,0.110309,0.0487801
248,RL,2,BSDF Heavy,0,High,2,High,2,14.8774,3407.8,8.13412,0.10985,0.0487753
249,RL,2,BSDF Heavy,0,High,2,High,2,14.7988,3389.12,8.12862,0.109875,0.0487704
250,RL,2,BSDF Heavy,0,High,2,High,2,14.7919,3388.86,8.12854,0.109738,0.0487655
251,RL,2,BSDF Heavy,0,High,2,High,2,14.8098,3390.35,8.12898,0.109479,0.0487606
252,RL,2,BSDF Heavy,0,High,2,High,2,14.8855,3407.96,8.13416,0.110332,0.0487557
253,RL,2,BSDF Heavy,0,High,2,High,2,14.9037,3410.35,8.13486,0.110177,0.0487509
254,RL,2,Light Heavy,1,High,2,Low,0,14.7797,3383.83,8.12706,0.109394,0.048746
255,RL,0,BSDF Heavy,-1,Low,0,High,2,3.98003,918.81,6.82417,0.0474151,0.0487411
256,RL,2,Light Heavy,1,High,2,Low,0,14.866,3404.29,8.13308,0.109936,0.0487362
257,RL,0,BSDF Heavy,-1,Low,0,High,2,3.9367,909.57,6.81407,0.0468962,0.0487314
258,RL,2,Balanced,0.405465,High,2,Medium,1,14.8573,3400.06,8.13184,0.109938,0.0487265
259,RL,1,BSDF Heavy,-0.405465,Medium,1,High,2,8.67267,1983.55,7.59315,0.0941358,0.0487216
260,RL,2,Light Heavy,1,High,2,Low,0,14.965,3424.97,8.13914,0.110345,0.0487168
261,RL,0,BSDF Heavy,-1,Low,0,High,2,3.91989,904.543,6.80854,0.0470197,0.0487119
262,RL,2,BSDF Heavy,0,High,2,High,2,14.7588,3379.45,8.12576,0.10951,0.048707
263,RL,2,BSDF Heavy,0,High,2,High,2,14.8783,3405.84,8.13354,0.110374,0.0487021
