Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
213,Baseline,0,Balanced,0,Low,0,Low,0,21.0962,3568.59,8.18021,0.581923,0.1
214,Baseline,0,Balanced,0,Low,0,Low,0,20.9722,3542.9,8.17298,0.581418,0.1
215,Baseline,0,Balanced,0,Low,0,Low,0,21.1113,3573.54,8.18159,0.581182,0.1
216,Baseline,0,Balanced,0,Low,0,Low,0,20.9975,3545.15,8.17362,0.582111,0.1
217,Baseline,0,Balanced,0,Low,0,Low,0,21.0146,3549.05,8.17472,0.581558,0.1
218,Baseline,0,Balanced,0,Low,0,Low,0,21.0551,3560.85,8.17803,0.581621,0.1
219,Baseline,0,Balanced,0,Low,0,Low,0,21.0566,3557.92,8.17721,0.581435,0.1
220,Baseline,0,Balanced,0,Low,0,Low,0,21.0222,3552.56,8.17571,0.58189,0.1
221,Baseline,0,Balanced,0,Low,0,Low,0,21.0238,3554.14,8.17615,0.582118,0.1
222,Baseline,0,Balanced,0,Low,0,Low,0,21.0005,3546.76,8.17407,0.581546,0.1
223,Baseline,0,Balanced,0,Low,0,Low,0,21.0431,3554.65,8.17629,0.582144,0.1
224,Baseline,0,Balanced,0,Low,0,Low,0,20.9785,3546.48,8.17399,0.5814,0.1
225,Baseline,0,Balanced,0,Low,0,Low,0,21.0108,3552.95,8.17582,0.581463,0.1
226,Baseline,0,Balanced,0,Low,0,Low,0,21.0966,3567.73,8.17997,0.581628,0.1
227,Baseline,0,Balanced,0,Low,0,Low,0,21.0081,3548.29,8.1745,0.582063,0.1
228,Baseline,0,Balanced,0,Low,0,Low,0,21.0118,3552.15,8.17559,0.581713,0.1
229,Baseline,0,Balanced,0,Low,0,Low,0,21.0446,3559.9,8.17777,0.581654,0.1
230,Baseline,0,Balanced,0,Low,0,Low,0,21.0067,3551.45,8.17539,0.58193,0.1
231,Baseline,0,Balanced,0,Low,0,Low,0,21.0171,3549.18,8.17476,0.582132,0.1
232,Baseline,0,Balanced,0,Low,0,Low,0,21.0274,3550.99,8.17526,0.581956,0.1
233,Baseline,0,Balanced,0,Low,0,Low,0,21.04,3557.69,8.17715,0.581542,0.1
234,Baseline,0,Balanced,0,Low,0,Low,0,20.9644,3541.02,8.17245,0.581925,0.1
235,Baseline,0,Balanced,0,Low,0,Low,0,21.1197,3573.12,8.18147,0.581771,0.1
236,Baseline,0,Balanced,0,Low,0,Low,0,20.9946,3548.24,8.17449,0.581344,0.1
237,Baseline,0,Balanced,0,Low,0,Low,0,21.0167,3553.34,8.17592,0.581378,0.1
238,Baseline,0,Balanced,0,Low,0,Low,0,21.0192,3553.86,8.17607,0.581815,0.1
239,Baseline,0,Balanced,0,Low,0,Low,0,21.0824,3566.93,8.17974,0.581546,0.1
240,Baseline,0,Balanced,0,Low,0,Low,0,20.9621,3542.28,8.17281,0.581554,0.1
241,Baseline,0,Balanced,0,Low,0,Low,0,21.0469,3556.66,8.17686,0.581512,0.1
242,Baseline,0,Balanced,0,Low,0,Low,0,21.0159,3553.74,8.17604,0.581649,0.1
243,Baseline,0,Balanced,0,Low,0,Low,0,21.0667,3561.07,8.1781,0.582201,0.1
244,Baseline,0,Balanced,0,Low,0,Low,0,20.9346,3535.24,8.17082,0.581538,0.1
245,Baseline,0,Balanced,0,Low,0,Low,0,21.0579,3560.45,8.17792,0.581864,0.1
246,Baseline,0,Balanced,0,Low,0,Low,0,21.0423,3558.64,8.17742,0.581805,0.1
247,Baseline,0,Balanced,0,Low,0,Low,0,21.0492,3559.53,8.17766,0.581243,0.1
248,Baseline,0,Balanced,0,Low,0,Low,0,21.0583,3561.13,8.17811,0.581924,0.1
249,Baseline,0,Balanced,0,Low,0,Low,0,21.066,3560.92,8.17805,0.581962,0.1
250,Baseline,0,Balanced,0,Low,0,Low,0,21.0507,3557.92,8.17721,0.58185,0.1
251,Baseline,0,Balanced,0,Low,0,Low,0,21.0565,3560.19,8.17785,0.582034,0.1
252,Baseline,0,Balanced,0,Low,0,Low,0,21.1263,3573.86,8.18168,0.582003,0.1
253,Baseline,0,Balanced,0,Low,0,Low,0,20.9769,3544.8,8.17352,0.581964,0.1
254,Baseline,0,Balanced,0,Low,0,Low,0,21.0409,3556.86,8.17691,0.581525,0.1
255,Baseline,0,Balanced,0,Low,0,Low,0,21.1127,3574.21,8.18178,0.581995,0.1
256,Baseline,0,Balanced,0,Low,0,Low,0,21.0401,3557.07,8.17697,0.581299,0.1
257,Baseline,0,Balanced,0,Low,0,Low,0,21.0395,3556.88,8.17692,0.582169,0.1
258,Baseline,0,Balanced,0,Low,0,Low,0,21.0418,3554.13,8.17615,0.581644,0.1
259,Baseline,0,Balanced,0,Low,0,Low,0,21.0077,3550.83,8.17522,0.581642,0.1
260,Baseline,0,Balanced,0,Low,0,Low,0,21.0243,3555.02,8.1764,0.581874,0.1
261,Baseline,0,Balanced,0,Low,0,Low,0,21.0412,3559.47,8.17765,0.581494,0.1
262,Baseline,0,Balanced,0,Low,0,Low,0,21.0154,3552.79,8.17577,0.581686,0.1
263,Baseline,0,Balanced,0,Low,0,Low,0,21.0053,3548.2,8.17448,0.582081,0.1
264,Baseline,0,Balanced,0,Low,0,Low,0,21.018,3549.94,8.17497,0.581802,0.1
265,Baseline,0,Balanced,0,Low,0,Low,0,20.9874,3546.13,8.17389,0.581321,0.1
266,Baseline,0,Balanced,0,Low,0,Low,0,21.0301,3552.56,8.1757,0.581519,0.1
267,Baseline,0,Balanced,0,Low,0,Low,0,21.0109,3550.77,8.1752,0.581377,0.1
268,Baseline,0,Balanced,0,Low,0,Low,0,21.0297,3553.88,8.17608,0.581691,0.1
269,Baseline,0,Balanced,0,Low,0,Low,0,20.9994,3550.6,8.17515,0.58197,0.1
