Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Luminance Bucket,Luminance Bucket Index,Bright Pixel Ratio Bucket,Bright Pixel Ratio Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
25,RL,77,Balanced,-0.0723839,Medium,1,High,2,High,2,Medium,1,3.24665,719.938,6.58055,0.0627088,0.19976
26,RL,60,Balanced,0.903654,Medium,1,Low,0,High,2,Medium,1,3.21687,713.453,6.57152,0.0623315,0.19976
27,RL,60,Balanced,-0.613403,Medium,1,Low,0,High,2,Medium,1,3.23979,717.849,6.57765,0.0627257,0.19976
28,RL,77,Balanced,-0.97537,High,2,High,2,High,2,Medium,1,3.26986,724.895,6.5874,0.0630984,0.19972
29,RL,75,Balanced,0.850534,High,2,Low,0,High,2,Medium,1,3.24793,718.747,6.5789,0.0629255,0.19972
30,RL,75,Balanced,-0.0506878,High,2,Low,0,High,2,Medium,1,3.24487,719.112,6.57941,0.0625098,0.19972
31,RL,76,Balanced,-0.0773907,High,2,Medium,1,High,2,Medium,1,3.24942,719.669,6.58018,0.0626812,0.19972
32,RL,60,BSDF Heavy,0.556755,Low,0,Low,0,Medium,1,Medium,1,3.23387,715.668,6.57461,0.0627611,0.19968
33,RL,122,BSDF Heavy,-1.15271,Low,0,High,2,Medium,1,Medium,1,3.26893,723.977,6.58614,0.065984,0.19968
34,RL,120,BSDF Heavy,0.779819,Low,0,Low,0,Medium,1,Medium,1,3.24883,718.345,6.57834,0.0658588,0.19968
35,RL,105,BSDF Heavy,0.59557,Low,0,Low,0,Medium,1,Medium,1,3.22778,714.074,6.57239,0.0657181,0.19968
36,RL,120,BSDF Heavy,-0.658083,Low,0,Low,0,High,2,High,2,3.24732,718.795,6.57897,0.0656728,0.19964
37,RL,122,BSDF Heavy,-1.01509,Low,0,High,2,High,2,High,2,3.28144,726.139,6.58912,0.0662038,0.19964
38,RL,122,BSDF Heavy,0.819588,Low,0,High,2,High,2,High,2,3.25185,720.204,6.58092,0.0661162,0.19964
39,RL,122,BSDF Heavy,-0.344896,Low,0,High,2,High,2,High,2,3.2592,722.695,6.58437,0.065712,0.19964
40,RL,122,Balanced,0.0791073,High,2,High,2,High,2,High,2,3.26452,722.123,6.58358,0.0658488,0.1996
41,RL,77,Balanced,-0.38867,High,2,High,2,High,2,High,2,3.26883,724.939,6.58747,0.0628356,0.1996
42,RL,60,Balanced,0.941467,High,2,Low,0,High,2,High,2,3.23748,718.137,6.57805,0.0623915,0.1996
43,RL,77,Balanced,-0.74873,High,2,High,2,High,2,High,2,3.26017,723.541,6.58554,0.0629071,0.1996
44,RL,60,Balanced,1.08094,Low,0,Low,0,Medium,1,Medium,1,3.22988,715.752,6.57473,0.0627434,0.19956
45,RL,77,Balanced,-1.98274,Low,0,High,2,Medium,1,Medium,1,3.29343,730.105,6.59456,0.0628302,0.19956
46,RL,60,Balanced,2.04077,Low,0,Low,0,Medium,1,Medium,1,3.22984,715.336,6.57415,0.063017,0.19956
47,RL,77,Balanced,-1.29595,Low,0,High,2,Medium,1,Medium,1,3.26962,724.68,6.58711,0.0629832,0.19956
48,RL,77,Balanced,-0.137138,High,2,High,2,High,2,Medium,1,3.26857,725.675,6.58848,0.062778,0.199521
49,RL,60,Balanced,1.09892,High,2,Low,0,High,2,Medium,1,3.2387,717.734,6.57749,0.0625936,0.199521
50,RL,60,Balanced,0.0830173,High,2,Low,0,High,2,Medium,1,3.23359,717.137,6.57666,0.0625936,0.199521
51,RL,75,Balanced,-0.183725,High,2,Low,0,High,2,Medium,1,3.2433,718.458,6.5785,0.0627196,0.199521
52,RL,60,Light Heavy,0.593567,Low,0,Low,0,Medium,1,Medium,1,3.22486,714.2,6.57256,0.0627058,0.199481
53,RL,32,Light Heavy,-1.42846,Low,0,High,2,Medium,1,Medium,1,3.26169,724.49,6.58685,0.0579467,0.199481
54,RL,15,Light Heavy,0.818396,Low,0,Low,0,Medium,1,Medium,1,3.23832,718.577,6.57866,0.0581027,0.199481
55,RL,32,Light Heavy,-0.329113,Low,0,High,2,Medium,1,Medium,1,3.24314,720.949,6.58195,0.057886,0.199481
56,RL,15,BSDF Heavy,0.655985,Low,0,Low,0,Medium,1,Low,0,3.22686,716.228,6.57539,0.0577154,0.199441
57,RL,120,BSDF Heavy,-0.228691,Low,0,Low,0,Medium,1,Low,0,3.24387,717.87,6.57768,0.0658057,0.199441
58,RL,122,BSDF Heavy,-0.644779,Low,0,High,2,Medium,1,Low,0,3.26314,722.52,6.58413,0.0661561,0.199441
59,RL,121,BSDF Heavy,0.391674,Low,0,Medium,1,Medium,1,Low,0,3.2507,719.692,6.58021,0.0657688,0.199441
60,RL,120,Balanced,0.0844479,Low,0,Low,0,High,2,High,2,3.2448,719.084,6.57937,0.0657788,0.199401
61,RL,77,Balanced,-0.221872,Low,0,High,2,High,2,High,2,3.24795,720.683,6.58159,0.0627611,0.199401
62,RL,77,Balanced,-0.449419,Low,0,High,2,High,2,High,2,3.26955,723.934,6.58608,0.062904,0.199401
63,RL,60,Balanced,1.2166,Low,0,Low,0,High,2,High,2,3.22791,715.168,6.57391,0.0627449,0.199401
64,RL,60,Balanced,-0.356293,Low,0,Low,0,Medium,1,Medium,1,3.23908,717.724,6.57748,0.0625521,0.199361
65,RL,77,Balanced,-0.465536,Low,0,High,2,Medium,1,Medium,1,3.25313,721.078,6.58213,0.0626896,0.199361
66,RL,60,Balanced,0.470591,Low,0,Low,0,Medium,1,Medium,1,3.23956,717.688,6.57743,0.0627011,0.199361
67,RL,77,Balanced,-1.05896,Low,0,High,2,Medium,1,Medium,1,3.27434,725.339,6.58802,0.0625528,0.199361
68,RL,60,BSDF Heavy,1.36104,Low,0,Low,0,Medium,1,Medium,1,3.22547,715.52,6.57441,0.0624137,0.199321
69,RL,122,BSDF Heavy,-1.11032,Low,0,High,2,Medium,1,Medium,1,3.26715,723.52,6.58551,0.0662883,0.199321
70,RL,122,BSDF Heavy,0.443459,Low,0,High,2,Medium,1,Medium,1,3.2539,720.314,6.58107,0.0658564,0.199321
71,RL,121,BSDF Heavy,0.0873089,Low,0,Medium,1,Medium,1,Medium,1,3.25237,719.685,6.5802,0.066097,0.199321
72,RL,122,Balanced,-0.0767231,High,2,High,2,High,2,High,2,3.24993,720.238,6.58097,0.0657112,0.199281
73,RL,77,Balanced,-0.438118,High,2,High,2,High,2,High,2,3.26283,723.405,6.58535,0.0630308,0.199281
74,RL,76,Balanced,0.541639,High,2,Medium,1,High,2,High,2,3.24515,719.491,6.57993,0.0626727,0.199281
75,RL,77,Balanced,-0.563383,High,2,High,2,High,2,High,2,3.25803,723.562,6.58557,0.0624061,0.199281
76,RL,77,Balanced,-0.029707,High,2,High,2,High,2,Medium,1,3.26105,723.777,6.58586,0.0625997,0.199241
77,RL,77,Balanced,0.113535,High,2,High,2,High,2,Medium,1,3.26021,722.955,6.58473,0.0625375,0.199241
78,RL,60,Balanced,0.748301,High,2,Low,0,High,2,Medium,1,3.23826,717.558,6.57725,0.0626274,0.199241
79,RL,60,Balanced,-0.0784874,High,2,Low,0,High,2,Medium,1,3.23605,718.122,6.57803,0.0620764,0.199241
80,RL,60,Light Heavy,0.196838,Low,0,Low,0,Medium,1,Medium,1,3.23629,716.708,6.57606,0.0628133,0.199202
81,RL,16,Light Heavy,-0.427723,Low,0,Medium,1,Medium,1,Medium,1,3.23935,719.784,6.58034,0.05766,0.199202
82,RL,32,Light Heavy,-0.600863,Low,0,High,2,Medium,1,Medium,1,3.25917,724.128,6.58635,0.0576992,0.199202
83,RL,32,Light Heavy,0.2285,Low,0,High,2,Medium,1,Medium,1,3.251,722.473,6.58406,0.0577123,0.199202
84,RL,15,Balanced,0.612593,Low,0,Low,0,Medium,1,Low,0,3.23724,718.055,6.57794,0.0576639,0.199162
85,RL,75,Balanced,-0.114393,Low,0,Low,0,Medium,1,Low,0,3.2429,718.878,6.57908,0.0626573,0.199162
86,RL,77,Balanced,-0.192785,Low,0,High,2,Medium,1,Low,0,3.24692,720.267,6.58101,0.062662,0.199162
87,RL,60,Balanced,1.20916,Low,0,Low,0,Medium,1,Low,0,3.21325,711.598,6.56892,0.0623315,0.199162
88,RL,60,Light Heavy,-0.678587,Low,0,Low,0,Medium,1,Medium,1,3.22949,716.45,6.5757,0.0625244,0.199122
89,RL,15,Light Heavy,0.0731468,Low,0,Low,0,Medium,1,Medium,1,3.22535,715.926,6.57497,0.0580965,0.199122
90,RL,32,Light Heavy,-0.879717,Low,0,High,2,Medium,1,Medium,1,3.25409,722.26,6.58377,0.0578652,0.199122
91,RL,15,Light Heavy,0.723124,Low,0,Low,0,Medium,1,Medium,1,3.2292,717.049,6.57654,0.0573795,0.199122
92,RL,15,Balanced,0.452757,Low,0,Low,0,Medium,1,Low,0,3.21584,713.805,6.57201,0.0579106,0.199082
93,RL,75,Balanced,-0.728798,Low,0,Low,0,Medium,1,Low,0,3.2449,719.034,6.5793,0.0629386,0.199082
94,RL,60,Balanced,0.437784,Low,0,Low,0,Medium,1,Low,0,3.22874,715.889,6.57492,0.0623861,0.199082
95,RL,77,Balanced,-1.25651,Low,0,High,2,Medium,1,Low,0,3.27085,724.953,6.58749,0.0626689,0.199082
96,RL,60,Light Heavy,1.18008,Low,0,Low,0,Medium,1,Medium,1,3.23123,716.437,6.57569,0.0623984,0.199042
97,RL,15,Light Heavy,-0.331068,Low,0,Low,0,Medium,1,Medium,1,3.23929,718.816,6.579,0.0577684,0.199042
98,RL,15,Light Heavy,0.0783443,Low,0,Low,0,Medium,1,Medium,1,3.23588,718.252,6.57821,0.0575801,0.199042
99,RL,15,Light Heavy,-0.039196,Low,0,Low,0,Medium,1,Medium,1,3.23882,718.534,6.5786,0.0574841,0.199042
100,RL,15,Balanced,0.49448,Low,0,Low,0,Medium,1,Low,0,3.22613,714.985,6.57366,0.0574095,0.199002
101,RL,77,Balanced,-0.803375,Low,0,High,2,Medium,1,Low,0,3.25234,720.76,6.58169,0.0627157,0.199002
102,RL,60,Balanced,0.410032,Low,0,Low,0,Medium,1,Low,0,3.2336,717.807,6.57759,0.0628141,0.199002
103,RL,60,Balanced,0.199223,Low,0,Low,0,Medium,1,Low,0,3.23149,716.376,6.5756,0.0622531,0.199002
104,RL,76,Light Heavy,-0.440073,Medium,1,Medium,1,High,2,Medium,1,3.24562,719.54,6.58,0.0625498,0.198963
105,RL,15,Light Heavy,0.112486,Medium,1,Low,0,High,2,Medium,1,3.23952,718.73,6.57888,0.0576477,0.198963
106,RL,15,Light Heavy,0.401211,Medium,1,Low,0,High,2,Medium,1,3.23059,715.848,6.57486,0.0580819,0.198963
107,RL,32,Light Heavy,-1.42918,Medium,1,High,2,High,2,Medium,1,3.2737,726.167,6.58916,0.0579236,0.198963
108,RL,32,BSDF Heavy,-0.182438,High,2,High,2,High,2,Low,0,3.27582,727.495,6.59098,0.0580058,0.198923
109,RL,122,BSDF Heavy,0.956917,High,2,High,2,High,2,Low,0,3.25263,720.557,6.58141,0.0657274,0.198923
110,RL,122,BSDF Heavy,0.0329494,High,2,High,2,High,2,Low,0,3.25584,720.319,6.58108,0.0660716,0.198923
111,RL,105,BSDF Heavy,1.05224,High,2,Low,0,High,2,Low,0,3.21986,712.769,6.57056,0.0657919,0.198923
112,RL,120,Balanced,-0.814295,Low,0,Low,0,High,2,High,2,3.24489,718.605,6.5787,0.0658365,0.198883
113,RL,77,Balanced,-0.747871,Low,0,High,2,High,2,High,2,3.2633,724.007,6.58618,0.0627234,0.198883
114,RL,77,Balanced,0.39258,Low,0,High,2,High,2,High,2,3.24874,721.166,6.58226,0.0626612,0.198883
115,RL,60,Balanced,0.510311,Low,0,Low,0,High,2,High,2,3.23868,717.49,6.57715,0.0628057,0.198883
116,RL,77,Balanced,-0.883675,High,2,High,2,High,2,Medium,1,3.26227,723.868,6.58599,0.062645,0.198843
117,RL,60,Balanced,0.94142,High,2,Low,0,High,2,Medium,1,3.2368,717.075,6.57657,0.0627872,0.198843
118,RL,77,Balanced,-0.683594,High,2,High,2,High,2,Medium,1,3.25786,722.001,6.58341,0.0626089,0.198843
119,RL,60,Balanced,1.26791,High,2,Low,0,High,2,Medium,1,3.21671,712.892,6.57073,0.0625536,0.198843
120,RL,77,BSDF Heavy,-1.35894,High,2,High,2,High,2,Medium,1,3.25558,722.659,6.58432,0.0627227,0.198804
121,RL,122,BSDF Heavy,-0.737047,High,2,High,2,High,2,Medium,1,3.28736,728.013,6.59169,0.0661193,0.198804
122,RL,105,BSDF Heavy,1.73016,High,2,Low,0,High,2,Medium,1,3.23072,715.508,6.57439,0.0656451,0.198804
123,RL,122,BSDF Heavy,-1.20449,High,2,High,2,High,2,Medium,1,3.2664,724.191,6.58643,0.0660524,0.198804
124,RL,105,BSDF Heavy,0.983191,Low,0,Low,0,Medium,1,High,2,3.23566,717.096,6.5766,0.0657888,0.198764
125,RL,122,BSDF Heavy,-0.394058,Low,0,High,2,Medium,1,High,2,3.24644,719.931,6.58054,0.0657035,0.198764
126,RL,122,BSDF Heavy,-0.682878,Low,0,High,2,Medium,1,High,2,3.27037,724.871,6.58737,0.0657612,0.198764
127,RL,122,BSDF Heavy,0.574827,Low,0,High,2,Medium,1,High,2,3.25589,720.71,6.58162,0.0659402,0.198764
128,RL,120,Light Heavy,0.393438,Low,0,Low,0,High,2,High,2,3.24165,717.876,6.57769,0.0656543,0.198724
129,RL,32,Light Heavy,-0.564146,Low,0,High,2,High,2,High,2,3.25192,721.943,6.58333,0.0576062,0.198724
130,RL,32,Light Heavy,-0.391245,Low,0,High,2,High,2,High,2,3.25963,724.778,6.58724,0.0576769,0.198724
131,RL,32,Light Heavy,0.572252,Low,0,High,2,High,2,High,2,3.24501,720.636,6.58152,0.057899,0.198724
132,RL,15,Light Heavy,0.227737,Low,0,Low,0,Medium,1,Low,0,3.23459,718.994,6.57924,0.0578383,0.198684
133,RL,15,Light Heavy,0.0518322,Low,0,Low,0,Medium,1,Low,0,3.23377,718.621,6.57873,0.0576124,0.198684
134,RL,32,Light Heavy,-0.642633,Low,0,High,2,Medium,1,Low,0,3.25789,723.261,6.58515,0.0578237,0.198684
135,RL,32,Light Heavy,0.193644,Low,0,High,2,Medium,1,Low,0,3.25325,721.86,6.58322,0.0578844,0.198684
136,RL,15,Light Heavy,0.612164,Low,0,Low,0,Medium,1,Low,0,3.23527,717.448,6.57709,0.0578053,0.198645
137,RL,15,Light Heavy,0.448847,Low,0,Low,0,Medium,1,Low,0,3.2214,714.231,6.57261,0.0577277,0.198645
138,RL,15,Light Heavy,-0.499964,Low,0,Low,0,Medium,1,Low,0,3.23588,717.816,6.5776,0.0582164,0.198645
139,RL,15,Light Heavy,0.114679,Low,0,Low,0,Medium,1,Low,0,3.23132,716.992,6.57646,0.0572673,0.198645
140,RL,15,Light Heavy,-0.0886917,Low,0,Low,0,Medium,1,Low,0,3.23508,717.629,6.57734,0.0576109,0.198605
141,RL,15,Light Heavy,0.644064,Low,0,Low,0,Medium,1,Low,0,3.21021,713.015,6.5709,0.0576224,0.198605
142,RL,32,Light Heavy,-0.992584,Low,0,High,2,Medium,1,Low,0,3.24203,720.138,6.58083,0.0576231,0.198605
143,RL,15,Light Heavy,0.450516,Low,0,Low,0,Medium,1,Low,0,3.23152,716.896,6.57632,0.0578383,0.198605
144,RL,31,BSDF Heavy,-0.336266,Medium,1,Medium,1,High,2,Low,0,3.24014,719.314,6.57969,0.0576516,0.198565
145,RL,121,BSDF Heavy,-0.0483036,Medium,1,Medium,1,High,2,Low,0,3.2513,719.662,6.58017,0.065566,0.198565
146,RL,122,BSDF Heavy,-0.329685,Medium,1,High,2,High,2,Low,0,3.2589,722.042,6.58347,0.0658711,0.198565
147,RL,122,BSDF Heavy,0.152683,Medium,1,High,2,High,2,Low,0,3.25556,720.939,6.58194,0.0660409,0.198565
148,RL,122,Balanced,-0.00815392,High,2,High,2,High,2,High,2,3.25544,720.998,6.58202,0.0661054,0.198525
149,RL,77,Balanced,0.00190735,High,2,High,2,High,2,High,2,3.25296,720.984,6.582,0.0626896,0.198525
150,RL,77,Balanced,-0.188828,High,2,High,2,High,2,High,2,3.25878,722.349,6.58389,0.0627065,0.198525
151,RL,77,Balanced,-0.199175,High,2,High,2,High,2,High,2,3.26918,723.791,6.58588,0.0631876,0.198525
152,RL,77,Balanced,-0.291681,High,2,High,2,High,2,Medium,1,3.27378,725.908,6.5888,0.0627403,0.198486
153,RL,60,Balanced,1.28288,High,2,Low,0,High,2,Medium,1,3.2335,716.642,6.57597,0.0624837,0.198486
154,RL,77,Balanced,-0.782537,High,2,High,2,High,2,Medium,1,3.25666,722.28,6.5838,0.0624176,0.198486
155,RL,77,Balanced,-0.155401,High,2,High,2,High,2,Medium,1,3.26501,723.405,6.58535,0.0630454,0.198486
156,RL,77,Balanced,-0.491953,High,2,High,2,High,2,Medium,1,3.27855,726.977,6.59027,0.0625482,0.198446
157,RL,60,Balanced,1.29447,High,2,Low,0,High,2,Medium,1,3.23841,717.615,6.57733,0.0626965,0.198446
158,RL,77,Balanced,-1.18346,High,2,High,2,High,2,Medium,1,3.27379,726.17,6.58916,0.0627588,0.198446
159,RL,77,Balanced,0.456095,High,2,High,2,High,2,Medium,1,3.26046,722.861,6.5846,0.062602,0.198446
160,RL,76,Balanced,0.436831,Medium,1,Medium,1,High,2,Medium,1,3.24719,719.705,6.58023,0.0623361,0.198406
161,RL,60,Balanced,0.595999,Medium,1,Low,0,High,2,Medium,1,3.22703,715.423,6.57427,0.0625882,0.198406
162,RL,60,Balanced,-0.287962,Medium,1,Low,0,High,2,Medium,1,3.23208,717.489,6.57715,0.0622224,0.198406
163,RL,76,Balanced,-0.2913,Medium,1,Medium,1,High,2,Medium,1,3.2474,719.585,6.58006,0.0627549,0.198406
164,RL,77,Balanced,-0.288391,High,2,High,2,High,2,Medium,1,3.25518,721.666,6.58295,0.0629862,0.198367
165,RL,60,Balanced,0.457954,High,2,Low,0,High,2,Medium,1,3.23781,718.364,6.57837,0.062496,0.198367
166,RL,77,Balanced,-0.87738,High,2,High,2,High,2,Medium,1,3.2666,724.704,6.58714,0.0628449,0.198367
167,RL,60,Balanced,1.23458,High,2,Low,0,High,2,Medium,1,3.22367,715.799,6.5748,0.0621932,0.198367
168,RL,77,Balanced,-1.56765,High,2,High,2,High,2,Medium,1,3.27843,727.125,6.59047,0.062818,0.198327
169,RL,77,Balanced,0.718021,High,2,High,2,High,2,Medium,1,3.25644,721.915,6.58329,0.0626796,0.198327
170,RL,76,Balanced,0.338221,High,2,Medium,1,High,2,Medium,1,3.24472,719.474,6.57991,0.0625859,0.198327
171,RL,75,Balanced,0.0479698,High,2,Low,0,High,2,Medium,1,3.24119,719.129,6.57943,0.0626158,0.198327
172,RL,77,Balanced,-0.845337,High,2,High,2,High,2,Medium,1,3.27507,725.242,6.58788,0.0628295,0.198287
173,RL,77,Balanced,0.558615,High,2,High,2,High,2,Medium,1,3.25076,721.197,6.5823,0.0625751,0.198287
174,RL,77,Balanced,-0.417233,High,2,High,2,High,2,Medium,1,3.26481,724.216,6.58647,0.0625152,0.198287
175,RL,77,Balanced,0.0672817,High,2,High,2,High,2,Medium,1,3.26313,723.728,6.5858,0.0626059,0.198287
176,RL,60,Light Heavy,1.06792,Low,0,Low,0,Medium,1,Medium,1,3.22774,716.03,6.57512,0.0625621,0.198248
177,RL,15,Light Heavy,-0.115681,Low,0,Low,0,Medium,1,Medium,1,3.22795,716.86,6.57627,0.0573818,0.198248
178,RL,15,Light Heavy,-0.260305,Low,0,Low,0,Medium,1,Medium,1,3.23651,718.731,6.57888,0.05765,0.198248
179,RL,15,Light Heavy,0.051403,Low,0,Low,0,Medium,1,Medium,1,3.23515,718.361,6.57836,0.0576531,0.198248
180,RL,15,Light Heavy,-0.0652313,Low,0,Low,0,Medium,1,Low,0,3.23394,718.831,6.57902,0.0577922,0.198208
181,RL,15,Light Heavy,0.821829,Low,0,Low,0,Medium,1,Low,0,3.21396,712.939,6.5708,0.0575793,0.198208
182,RL,15,Light Heavy,-0.619411,Low,0,Low,0,Medium,1,Low,0,3.23,717.375,6.57699,0.0577661,0.198208
183,RL,32,Light Heavy,-1.32298,Low,0,High,2,Medium,1,Low,0,3.27197,726.942,6.59022,0.0578998,0.198208
184,RL,32,BSDF Heavy,0.247097,High,2,High,2,High,2,Low,0,3.26631,725.146,6.58775,0.057813,0.198168
185,RL,122,BSDF Heavy,0.473499,High,2,High,2,High,2,Low,0,3.2566,721.715,6.58302,0.0654392,0.198168
186,RL,122,BSDF Heavy,0.0728607,High,2,High,2,High,2,Low,0,3.25258,721.189,6.58229,0.065765,0.198168
187,RL,105,BSDF Heavy,0.811672,High,2,Low,0,High,2,Low,0,3.22459,715.351,6.57417,0.0655007,0.198168
188,RL,122,Balanced,-0.701046,High,2,High,2,High,2,High,2,3.25038,720.391,6.58118,0.0654784,0.198129
189,RL,75,Balanced,0.209665,High,2,Low,0,High,2,High,2,3.24496,718.879,6.57908,0.062466,0.198129
190,RL,76,Balanced,-0.0709057,High,2,Medium,1,High,2,High,2,3.24663,719.39,6.57979,0.0629417,0.198129
191,RL,60,Balanced,0.362158,High,2,Low,0,High,2,High,2,3.23506,716.786,6.57617,0.0629601,0.198129
192,RL,75,BSDF Heavy,-0.286674,Low,0,Low,0,High,2,Medium,1,3.24729,718.847,6.57904,0.0627611,0.198089
193,RL,105,BSDF Heavy,0.361395,Low,0,Low,0,High,2,Medium,1,3.23645,716.25,6.57542,0.0656559,0.198089
194,RL,120,BSDF Heavy,-0.230885,Low,0,Low,0,High,2,Medium,1,3.24684,717.908,6.57773,0.0659702,0.198089
195,RL,122,BSDF Heavy,-0.594234,Low,0,High,2,High,2,Medium,1,3.25536,722.192,6.58368,0.0657174,0.198089
196,RL,122,Balanced,-0.703859,High,2,High,2,High,2,High,2,3.2871,727.301,6.59071,0.0657189,0.19805
197,RL,60,Balanced,1.3135,High,2,Low,0,High,2,High,2,3.23424,717.797,6.57758,0.0623769,0.19805
198,RL,77,Balanced,-0.872421,High,2,High,2,High,2,High,2,3.26814,724.096,6.5863,0.0623423,0.19805
199,RL,77,Balanced,-0.0714779,High,2,High,2,High,2,High,2,3.2701,724.614,6.58702,0.0628641,0.19805
200,RL,77,Balanced,0.0695229,High,2,High,2,High,2,Medium,1,3.26305,724.11,6.58632,0.0623077,0.19801
201,RL,77,Balanced,0.373983,High,2,High,2,High,2,Medium,1,3.25511,721.403,6.58258,0.062914,0.19801
202,RL,76,Balanced,0.238705,High,2,Medium,1,High,2,Medium,1,3.2458,719.681,6.5802,0.062645,0.19801
203,RL,75,Balanced,0.249004,High,2,Low,0,High,2,Medium,1,3.24321,717.888,6.57771,0.0630462,0.19801
204,RL,77,Balanced,-0.367403,High,2,High,2,High,2,Medium,1,3.24945,720.534,6.58138,0.0629724,0.19797
205,RL,60,Balanced,0.558186,High,2,Low,0,High,2,Medium,1,3.23304,716.518,6.5758,0.0623922,0.19797
206,RL,77,Balanced,-1.04232,High,2,High,2,High,2,Medium,1,3.26505,724.036,6.58622,0.0628641,0.19797
207,RL,77,Balanced,0.428486,High,2,High,2,High,2,Medium,1,3.25062,720.936,6.58194,0.0627035,0.19797
208,RL,75,Balanced,0.312281,Low,0,Low,0,High,2,Medium,1,3.24192,718.685,6.57881,0.062456,0.197931
209,RL,77,Balanced,-0.673151,Low,0,High,2,High,2,Medium,1,3.26493,723.546,6.58555,0.0627257,0.197931
210,RL,60,Balanced,1.09806,Low,0,Low,0,High,2,Medium,1,3.23048,715.633,6.57456,0.0623584,0.197931
211,RL,75,Balanced,-0.41523,Low,0,Low,0,High,2,Medium,1,3.24231,718.615,6.57872,0.0624099,0.197931
212,RL,77,Balanced,-0.340414,High,2,High,2,High,2,Medium,1,3.25624,721.069,6.58212,0.0625305,0.197891
213,RL,60,Balanced,0.431728,High,2,Low,0,High,2,Medium,1,3.23409,717.958,6.5778,0.0622647,0.197891
214,RL,60,Balanced,0.792694,High,2,Low,0,High,2,Medium,1,3.21265,712.282,6.56988,0.0623331,0.197891
215,RL,76,Balanced,-1.02363,High,2,Medium,1,High,2,Medium,1,3.24695,719.621,6.58011,0.0625682,0.197891
216,RL,60,Light Heavy,0.76561,Low,0,Low,0,Medium,1,Medium,1,3.21919,714.125,6.57246,0.0624383,0.197852
