Iteration,Using RL?,State,Action,Reward,Variance Bucket,Variance Bucket Index,Next Variance Bucket Index,Next Variance Bucket Index,Luminance Bucket,Luminance Bucket Index,Bright Pixel Ratio Bucket,Bright Pixel Ratio Bucket Index,Mean Luminance,Luminance Variance,Log Luminance Variance,Bright Pixel Ratio,Epsilon
121,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257378,0.614509,0.479031,0.0275048,0.1
122,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257375,0.614452,0.478995,0.0274887,0.1
123,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257369,0.61441,0.47897,0.0274902,0.1
124,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257374,0.614372,0.478946,0.0275025,0.1
125,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257376,0.614356,0.478936,0.0275048,0.1
126,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257374,0.614327,0.478918,0.0274994,0.1
127,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257373,0.614286,0.478893,0.0275086,0.1
128,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257374,0.614247,0.478868,0.027504,0.1
129,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257371,0.614225,0.478855,0.0275033,0.1
130,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257367,0.614188,0.478832,0.027511,0.1
131,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257366,0.614156,0.478812,0.0275017,0.1
132,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257366,0.614122,0.478791,0.0274833,0.1
133,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257367,0.614083,0.478767,0.0274856,0.1
134,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257365,0.614054,0.478749,0.0274956,0.1
135,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257374,0.614044,0.478743,0.0274871,0.1
136,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257372,0.614021,0.478729,0.0274933,0.1
137,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257369,0.613997,0.478714,0.0274933,0.1
138,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257369,0.613963,0.478693,0.0275002,0.1
139,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257364,0.613932,0.478673,0.027494,0.1
140,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257362,0.61392,0.478666,0.0274948,0.1
141,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257355,0.613894,0.47865,0.027494,0.1
142,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257351,0.613863,0.478631,0.0275025,0.1
143,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25735,0.613831,0.478611,0.027491,0.1
144,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257355,0.613809,0.478597,0.0274994,0.1
145,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257359,0.613775,0.478576,0.0274879,0.1
146,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257363,0.613748,0.47856,0.0274987,0.1
147,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257361,0.61373,0.478548,0.0274956,0.1
148,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257353,0.613709,0.478535,0.0274948,0.1
149,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257355,0.613694,0.478526,0.0274894,0.1
150,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257351,0.613666,0.478509,0.0274848,0.1
151,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25735,0.613644,0.478495,0.0274756,0.1
152,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257347,0.613617,0.478478,0.027471,0.1
153,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257351,0.613594,0.478464,0.0274794,0.1
154,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257347,0.613569,0.478448,0.0274841,0.1
155,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25735,0.613551,0.478437,0.0274794,0.1
156,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257353,0.613529,0.478424,0.0274771,0.1
157,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25736,0.613508,0.478411,0.0274802,0.1
158,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257355,0.613488,0.478399,0.0274879,0.1
159,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257356,0.613468,0.478386,0.0274856,0.1
160,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25735,0.613428,0.478361,0.0274825,0.1
161,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257351,0.613413,0.478352,0.0274718,0.1
162,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257343,0.613376,0.478329,0.0274817,0.1
163,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257344,0.613353,0.478315,0.0274902,0.1
164,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257339,0.613335,0.478303,0.0274871,0.1
165,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257337,0.613309,0.478288,0.0274856,0.1
166,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257333,0.613303,0.478284,0.0274956,0.1
167,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257334,0.61328,0.478269,0.027494,0.1
168,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257336,0.613279,0.478269,0.0274917,0.1
169,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257336,0.613246,0.478248,0.0274917,0.1
170,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257331,0.613227,0.478237,0.0275002,0.1
171,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257328,0.613203,0.478222,0.0274963,0.1
172,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257329,0.613189,0.478213,0.0274902,0.1
173,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257327,0.613173,0.478203,0.0274871,0.1
174,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257332,0.613148,0.478188,0.0274802,0.1
175,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257326,0.613123,0.478172,0.0274764,0.1
176,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257328,0.6131,0.478158,0.0274902,0.1
177,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257323,0.613073,0.478141,0.027491,0.1
178,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257326,0.613067,0.478137,0.0274764,0.1
179,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257326,0.613054,0.478129,0.0274871,0.1
180,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257328,0.613049,0.478126,0.027504,0.1
181,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257331,0.613031,0.478115,0.0274963,0.1
182,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257328,0.613019,0.478108,0.0274994,0.1
183,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257328,0.612998,0.478095,0.0274864,0.1
184,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257333,0.612999,0.478095,0.0274856,0.1
185,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257332,0.613,0.478096,0.0274794,0.1
186,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257331,0.61298,0.478083,0.0274748,0.1
187,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257331,0.612963,0.478073,0.0274733,0.1
188,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257328,0.612929,0.478052,0.0274748,0.1
189,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257331,0.612915,0.478043,0.0274641,0.1
190,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257335,0.612896,0.478032,0.0274602,0.1
191,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257337,0.612891,0.478029,0.0274625,0.1
192,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257331,0.612863,0.478011,0.0274702,0.1
193,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257328,0.61284,0.477996,0.0274718,0.1
194,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257333,0.612848,0.478002,0.027471,0.1
195,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257336,0.612839,0.477996,0.0274748,0.1
196,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257334,0.612828,0.477989,0.027471,0.1
197,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257338,0.612827,0.477988,0.0274679,0.1
198,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25734,0.612825,0.477987,0.0274764,0.1
199,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257339,0.612794,0.477968,0.0274825,0.1
200,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257343,0.612784,0.477962,0.0274764,0.1
201,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25734,0.612762,0.477948,0.0274779,0.1
202,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257343,0.61275,0.477941,0.0274733,0.1
203,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257346,0.61273,0.477929,0.0274741,0.1
204,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25735,0.61272,0.477922,0.0274718,0.1
205,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257347,0.612706,0.477913,0.0274702,0.1
206,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257348,0.612702,0.477911,0.0274641,0.1
207,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257348,0.612675,0.477894,0.0274595,0.1
208,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257344,0.612651,0.477879,0.0274541,0.1
209,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257347,0.612642,0.477874,0.0274602,0.1
210,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25735,0.612625,0.477863,0.0274518,0.1
211,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257352,0.612612,0.477855,0.0274556,0.1
212,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257349,0.612599,0.477847,0.0274549,0.1
213,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257349,0.612593,0.477844,0.0274572,0.1
214,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257344,0.612575,0.477832,0.0274572,0.1
215,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257342,0.612567,0.477827,0.0274556,0.1
216,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257338,0.612551,0.477817,0.0274518,0.1
217,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25734,0.61253,0.477804,0.0274487,0.1
218,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257341,0.61252,0.477798,0.0274495,0.1
219,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257339,0.612506,0.47779,0.0274426,0.1
220,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257341,0.612489,0.477779,0.0274495,0.1
221,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.25734,0.612493,0.477781,0.0274625,0.1
222,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257342,0.612493,0.477781,0.0274641,0.1
223,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257346,0.612487,0.477778,0.0274648,0.1
224,Baseline,0,Balanced,0,Low,0,Low,0,Low,0,Low,0,0.257341,0.612475,0.477771,0.0274671,0.1
